No,compound,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,Space Group No.,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Tc_real,MagnetizationDensity
3333,Gd2V1.5Fe15.5,3,0.826332551,0.81661927,0.815796694,0.815789552,0.815789474,29.76315789,41,7.207756233,64,23,26,51.34210526,28,5.968144044,55,27,55,66.13209211,106.3085,19.18271745,157.25,50.9415,55.845,1816.684211,597,57.83933518,2183,1586,1811,7.236842105,5,1.245152355,8,3,8,4.210526316,2,0.376731302,6,4,4,140.3947368,64,13.6966759,196,132,132,1.747894737,0.63,0.133961219,1.83,1.2,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.236842105,5,1.245152355,6,1,6,0.736842105,7,1.318559557,7,0,0,7.973684211,5,0.469529086,10,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4.763157895,5,1.245152355,9,4,4,0.736842105,7,1.318559557,7,0,0,5.5,12,2.447368421,16,4,4,13.15421053,21.32,3.978060942,32.05,10.73,10.73,0,0,0,0,0,0,1.721856495,2.1106628,0.634368182,2.1106628,0,2.1106628,166,0.250825083,0,0.656765677,0.092409241,0,0.094461061,0.018255695,527,96.40915197
3339,Gd3Co5Ni6B4,4,0.515201028,0.419973683,0.364561947,0.347765982,0.338891328,28.61111111,59,11.7962963,64,5,28,56.94444444,45,9.981481481,72,27,61,64.54557639,146.439,30.90147454,157.25,10.811,58.6934,1853.222222,762,219.9012346,2348,1586,1728,9.222222222,10,2.197530864,13,3,10,3.888888889,4,0.839506173,6,2,4,127.6666667,112,22.77777778,196,84,124,1.812222222,0.84,0.204074074,2.04,1.2,1.91,2,0,2.22E-16,2,2,2,0.222222222,1,0.345679012,1,0,0,4.777777778,8,3.382716049,8,0,8,1.166666667,7,1.944444444,7,0,0,8.166666667,7,2.296296296,10,3,10,0,0,0,0,0,0,1.111111111,5,1.728395062,5,0,0,3,9,2,9,0,2,1.166666667,7,1.944444444,7,0,0,5.277777778,14,3.574074074,16,2,2,13.22138889,24.8775,6.276203704,32.05,7.1725,10.32,0.338666667,1.524,0.526814815,1.524,0,0,0.628595789,1.5484712,0.511041895,1.5484712,0,0.5953947,191,0.244897959,0.027210884,0.585034014,0.142857143,0,0.161717397,0.036697485,125,0
3344,Gd3Nb0.7Mo0.3Fe25Ni3,5,0.792777455,0.782155118,0.781257779,0.78125008,0.78125,30.228125,38,7.02421875,64,26,26,52.715625,34,5.12265625,61,27,55,66.80555206,101.405,18.64689111,157.25,55.845,55.845,1812.8375,1310,61.31015625,2896,1586,1811,7.634375,7,1.01484375,10,3,8,4.21875,2,0.3828125,6,4,4,138.15625,72,12.2734375,196,124,132,1.7765,0.96,0.115815625,2.16,1.2,1.83,1.96875,1,0.060546875,2,1,2,0,0,0,0,0,0,5.665625,7,0.96015625,8,1,6,0.65625,7,1.189453125,7,0,0,8.290625,5,0.641015625,10,5,8,0.03125,1,0.060546875,1,0,0,0,0,0,0,0,0,4.334375,7,0.96015625,9,2,4,0.65625,7,1.189453125,7,0,0,5.021875,14,2.16328125,16,2,4,12.89978125,21.73,3.873992187,32.05,10.32,10.73,0,0,0,0,0,0,1.704773566,2.1106628,0.634201929,2.1106628,0,2.1106628,12,0.237467018,0,0.683377309,0.079155673,0,0.205784147,0.017673209,617,106.0126698
3345,Gd3Nb0.7Mo0.3Fe28,4,0.88032975,0.875363502,0.875002473,0.87500002,0.875,30.040625,38,7.07109375,64,26,26,52.153125,28,4.98203125,55,27,55,66.53851456,101.405,18.71365048,157.25,55.845,55.845,1820.61875,1310,60.82382813,2896,1586,1811,7.446875,5,0.96796875,8,3,8,4.21875,2,0.3828125,6,4,4,138.90625,64,12.0859375,196,132,132,1.769,0.96,0.11408125,2.16,1.2,1.83,1.96875,1,0.060546875,2,1,2,0,0,0,0,0,0,5.478125,5,0.91328125,6,1,6,0.65625,7,1.189453125,7,0,0,8.103125,5,0.355664063,10,5,8,0.03125,1,0.060546875,1,0,0,0,0,0,0,0,0,4.521875,5,0.91328125,9,4,4,0.65625,7,1.189453125,7,0,0,5.209375,12,2.11640625,16,4,4,12.93821875,21.32,3.864382812,32.05,10.73,10.73,0,0,0,0,0,0,1.84682995,2.1106628,0.461707488,2.1106628,0,2.1106628,12,0.24296182,0,0.676050906,0.080987273,0,0.205784147,0.016994572,507,110.1166617
3352,Gd3Re1Fe28,3,0.880562675,0.875371866,0.875002481,0.87500002,0.875,31.09375,49,8.9140625,75,26,26,52.34375,28,4.751953125,55,27,55,69.42553125,130.362,23.76592969,186.207,55.845,55.845,1841.40625,1873,101.0996094,3459,1586,1811,7.5,5,0.875,8,3,8,4.25,2,0.4375,6,4,4,138.59375,64,11.5390625,196,132,132,1.773125,0.7,0.107460938,1.9,1.2,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.5,5,0.875,6,1,6,1.09375,14,1.9140625,14,0,0,8.59375,13,1.0390625,21,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5,0.875,9,4,4,0.65625,7,1.189453125,7,0,0,5.15625,12,2.033203125,16,4,4,12.85140625,21.32,3.712460937,32.05,10.73,10.73,0,0,0,0,0,0,1.84682995,2.1106628,0.461707488,2.1106628,0,2.1106628,12,0.232727273,0,0.64,0.127272727,0,0.115294095,0.01624002,467,96.23661791
3358,Gd3W0.8Fe28.2,3,0.886575222,0.881610226,0.881252405,0.881250019,0.88125,30.7625,48,8.39390625,74,26,26,52.275,28,4.8028125,55,27,55,68.55159375,127.995,22.39537148,183.84,55.845,55.845,1837.00625,2109,92.8996875,3695,1586,1811,7.48125,5,0.914296875,8,3,8,4.2375,2,0.41859375,6,4,4,138.75,64,11.896875,196,132,132,1.7841875,1.16,0.109535156,2.36,1.2,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.48125,5,0.914296875,6,1,6,1.00625,14,1.773515625,14,0,0,8.4875,12,0.85921875,20,8,8,0,0,0,0,0,0,0,0,0,0,0,0,4.51875,5,0.914296875,9,4,4,0.65625,7,1.189453125,7,0,0,5.175,12,2.0709375,16,4,4,12.86175,21.32,3.757209375,32.05,10.73,10.73,0,0,0,0,0,0,1.860021593,2.1106628,0.441755128,2.1106628,0,2.1106628,12,0.235640648,0,0.645802651,0.118556701,0,0.285662686,0.019935398,502,83.49992986
3363,Gd4Ni2Sb1.07Si1.93,4,0.554107,0.479587909,0.449549847,0.445327958,0.44451827,43.73222222,50,19.74391852,64,14,64,52.38777778,58,22.56691358,85,27,27,103.4305572,129.1645,52.19783886,157.25,28.0855,157.25,1558.106067,824.22,155.5841981,1728,903.78,1586,8.341111111,12,4.747654321,15,3,3,4.793333333,3,1.121733333,6,3,6,154.9955556,85,36.44839506,196,111,196,1.608944444,0.85,0.363506173,2.05,1.2,1.2,2,0,0,2,2,2,0.785555556,3,1.047407407,3,0,0,3.411111111,10,3.606197531,10,0,1,3.111111111,7,3.456790123,7,0,7,9.307777778,11,2.276446914,15,4,10,0,0,0,0,0,0,1.214444444,4,1.619259259,4,0,0,4.444444444,9,4.049382716,9,0,9,3.111111111,7,3.456790123,7,0,7,8.77,14,6.426666667,16,2,16,24.67315556,21.73,8.19473363,32.05,10.32,32.05,0.165765556,0.773,0.260436106,0.773,0,0,0.132309933,0.5953947,0.205815452,0.5953947,0,0,62,0.21487406,0.084397756,0.366479647,0.334248538,0,0.165251669,0.063376433,93,0.192300566
3375,Gd5Ni0.71Bi2.29,3,0.693138244,0.644966828,0.627506092,0.625376855,0.625025378,66.24375,55,9.592953125,83,28,64,46.90625,59,24.8828125,86,27,27,163.3109288,150.287,26.14577229,208.9804,58.6934,157.25,1300.4445,1183.6,432.8354763,1728,544.4,1586,7.05625,12,5.0703125,15,3,3,5.8225,2,0.32349375,6,4,6,175.87,72,25.1625,196,124,196,1.4977375,0.82,0.372171875,2.02,1.2,1.2,2,0,0,2,2,2,0.85875,3,1.225865625,3,0,0,4.1975,9,3.996875,10,1,1,8.3825,14,3.21601875,14,0,7,15.43875,19,7.763815625,29,10,10,0,0,0,0,0,0,0.85875,3,1.225865625,3,0,0,5.8025,9,3.996875,9,0,9,4.375,7,3.28125,7,0,7,11.03625,14,6.2046875,16,2,16,30.3790875,22.63,3.560488031,32.95,10.32,32.05,0,0,0,0,0,0,0.05284128,0.5953947,0.096303232,0.5953947,0,0,62,0.129544166,0.055623026,0.271880819,0.542951988,0,0.154730696,0.068653841,162,0.028277085
3376,Gd5Ni1Sb2,3,0.684653197,0.639653743,0.626314459,0.625147324,0.62500656,56.25,36,9.6875,64,28,64,45.75,58,23.4375,85,27,27,136.057925,98.5566,26.49009375,157.25,58.6934,157.25,1433.195,824.22,264.7075,1728,903.78,1586,6.875,12,4.84375,15,3,3,5.5,2,0.625,6,4,6,172.75,72,29.0625,196,124,196,1.50125,0.85,0.3765625,2.05,1.2,1.2,2,0,0,2,2,2,0.75,3,1.125,3,0,0,4.125,9,3.90625,10,1,1,4.375,7,3.28125,7,0,7,11.25,5,1.875,15,10,10,0,0,0,0,0,0,0.75,3,1.125,3,0,0,5.875,9,3.90625,9,0,9,4.375,7,3.28125,7,0,7,11,14,6.25,16,2,16,29.21125,21.73,4.7228125,32.05,10.32,32.05,0,0,0,0,0,0,0.074424338,0.5953947,0.130242591,0.5953947,0,0,62,0.177777778,0.066666667,0.366666667,0.388888889,0,0.165251669,0.070447772,115,0
3382,Gd6Co2In1,3,0.711458249,0.675800222,0.667231552,0.666710546,0.666667797,54.11111111,37,13.18518519,64,27,64,39.22222222,48,16.2962963,75,27,27,130.6871544,98.316805,35.41712741,157.25,58.933195,157.25,1497.972222,1338.25,237.382716,1768,429.75,1586,5.444444444,10,3.259259259,13,3,3,5.444444444,2,0.740740741,6,4,6,174.4444444,70,28.74074074,196,126,196,1.415555556,0.68,0.287407407,1.88,1.2,1.2,2,0,2.22E-16,2,2,2,0.111111111,1,0.197530864,1,0,0,3.333333333,9,3.111111111,10,1,1,4.666666667,7,3.111111111,7,0,7,10.11111111,4,0.641975309,13,9,10,0,0,0,0,0,0,0.555555556,5,0.987654321,5,0,0,6.666666667,9,3.111111111,9,0,9,4.666666667,7,3.111111111,7,0,7,11.88888889,13,5.481481481,16,3,16,26.33888889,21.805,7.614814815,32.05,10.245,32.05,0,0,0,0,0,0,0.344104711,1.5484712,0.535273995,1.5484712,0,0,71,0.197802198,0.010989011,0.32967033,0.461538462,0,0.109168515,0.04441926,66,-0.001103063
3384,Gd6Fe23,2,0.819645815,0.797769251,0.793294992,0.793112763,0.793103564,33.86206897,38,12.47086801,64,26,26,49.20689655,28,9.189060642,55,27,55,76.82534483,101.405,33.27916766,157.25,55.845,55.845,1764.448276,225,73.84066587,1811,1586,1811,6.965517241,5,1.640903686,8,3,8,4.413793103,2,0.656361474,6,4,4,145.2413793,64,21.00356718,196,132,132,1.699655172,0.63,0.206753864,1.83,1.2,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.965517241,5,1.640903686,6,1,6,1.448275862,7,2.297265161,7,0,0,8.413793103,2,0.656361474,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5.034482759,5,1.640903686,9,4,4,1.448275862,7,2.297265161,7,0,0,6.482758621,12,3.938168847,16,4,4,15.14103448,21.32,6.996813317,32.05,10.73,10.73,0,0,0,0,0,0,1.673973945,2.1106628,0.692678874,2.1106628,0,2.1106628,225,0.237704918,0,0.590163934,0.172131148,0,0.094461061,0.031000301,468,23.24556448
3394,Hf1Co2Al1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,34.75,59,18.625,72,13,27,58.5,28,7.25,73,45,58,80.83448215,151.5084614,48.82775893,178.49,26.9815386,58.933195,1743.8675,1572.53,405.19875,2506,933.47,1768,8.75,9,2.375,13,4,9,4.25,3,0.875,6,3,4,137,54,19,175,121,126,1.6675,0.58,0.2125,1.88,1.3,1.88,2,0,0,2,2,2,0.25,1,0.375,1,0,0,4,7,3,7,0,7,3.5,14,5.25,14,0,0,9.75,15,4.125,18,3,9,0,0,0,0,0,0,1.25,5,1.875,5,0,0,3.5,8,2.25,8,0,3,0,0,0,0,0,0,4.75,5,1.75,8,3,3,14.7925,11.955,4.5475,22.2,10.245,10.245,0,0,0,0,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,1.5484712,225,0.205128205,0.025641026,0.41025641,0.358974359,0,0.080660682,0.02764749,193,19.5248956
3395,Hf1Fe2,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,41.33333333,46,20.44444444,72,26,26,51.66666667,10,4.444444444,55,45,55,96.72666667,122.645,54.50888889,178.49,55.845,55.845,2042.666667,695,308.8888889,2506,1811,1811,6.666666667,4,1.777777778,8,4,8,4.666666667,2,0.888888889,6,4,4,146.3333333,43,19.11111111,175,132,132,1.653333333,0.53,0.235555556,1.83,1.3,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.666666667,4,1.777777778,6,2,6,4.666666667,14,6.222222222,14,0,0,11.33333333,10,4.444444444,18,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5.333333333,4,1.777777778,8,4,4,0,0,0,0,0,0,5.333333333,4,1.777777778,8,4,4,14.55333333,11.47,5.097777778,22.2,10.73,10.73,0,0,0,0,0,0,1.407108533,2.1106628,0.938072356,2.1106628,0,2.1106628,194,0.176470588,0,0.411764706,0.411764706,0,0.067815945,0.03014042,595,30.18331207
3396,Hf2Co7,2,0.808901099,0.783778229,0.778073725,0.777795046,0.77777806,37,45,15.55555556,72,27,27,55.11111111,13,4.49382716,58,45,58,85.50137389,119.556805,41.32827827,178.49,58.933195,58.933195,1932,738,255.1111111,2506,1768,1768,7.888888889,5,1.728395062,9,4,9,4.444444444,2,0.691358025,6,4,4,136.8888889,49,16.9382716,175,126,126,1.751111111,0.58,0.200493827,1.88,1.3,1.88,2,0,0,2,2,2,0,0,0,0,0,0,5.888888889,5,1.728395062,7,2,7,3.111111111,14,4.839506173,14,0,0,11,9,3.111111111,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4.111111111,5,1.728395062,8,3,3,0,0,0,0,0,0,4.111111111,5,1.728395062,8,3,3,12.90166667,11.955,4.132592593,22.2,10.245,10.245,0,0,0,0,0,0,1.204366489,1.5484712,0.535273995,1.5484712,0,1.5484712,12,0.181818182,0,0.535353535,0.282828283,0,0.080660682,0.027882705,420,66.89638698
3397,Hf6Co23,2,0.819645815,0.797769251,0.793294992,0.793112763,0.793103564,36.31034483,45,14.76813317,72,27,27,55.31034483,13,4.266349584,58,45,58,83.66908569,119.556805,39.2362404,178.49,58.933195,58.933195,1920.689655,738,242.1973841,2506,1768,1768,7.965517241,5,1.640903686,9,4,9,4.413793103,2,0.656361474,6,4,4,136.137931,49,16.08085612,175,126,126,1.76,0.58,0.190344828,1.88,1.3,1.88,2,0,0,2,2,2,0,0,0,0,0,0,5.965517241,5,1.640903686,7,2,7,2.896551724,14,4.594530321,14,0,0,10.86206897,9,2.953626635,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4.034482759,5,1.640903686,8,3,3,0,0,0,0,0,0,4.034482759,5,1.640903686,8,3,3,12.71844828,11.955,3.923400713,22.2,10.245,10.245,0,0,0,0,0,0,1.228097848,1.5484712,0.50817842,1.5484712,0,1.5484712,225,0.184126984,0,0.549206349,0.266666667,0,0.080660682,0.026471282,750,70.87876907
3403,Ho0.75Mn0.75Co1.5,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,36.5,42,15.25,67,25,27,50.25,25,8.625,58,33,58,84.43368875,109.992275,40.24831562,164.93032,54.938045,58.933195,1700.5,249,90.75,1768,1519,1768,7,6,2,9,3,9,4.5,2,0.75,6,4,4,145.75,66,23.125,192,126,126,1.635,0.65,0.245,1.88,1.23,1.88,2,0,0,2,2,2,0,0,0,0,0,0,4.75,7,2.375,7,0,7,2.75,11,4.125,11,0,0,9.5,6,1.75,13,7,9,0,0,0,0,0,0,0,0,0,0,0,0,2.75,5,1.375,5,0,3,0.75,3,1.125,3,0,0,3.5,2,0.75,5,3,3,15.42772989,20.48833333,7.652801724,30.73333333,10.245,10.245,0,0,0,0,0,0,0.77431313,1.5484712,0.77415807,1.5484712,0,1.5484712,227,0.210526316,0,0.5,0.289473684,0,0.100238004,0.034933323,216,41.93374595
3404,Ho0.75Mn0.75Ni1.5,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,37,42,15,67,25,28,51.75,28,9.375,61,33,61,84.31379125,109.992275,40.30826437,164.93032,54.938045,58.6934,1680.5,228,80.75,1747,1519,1728,7.5,7,2.5,10,3,10,4.5,2,0.75,6,4,4,144.75,68,23.625,192,124,124,1.65,0.68,0.26,1.91,1.23,1.91,2,0,0,2,2,2,0,0,0,0,0,0,5.25,8,2.75,8,0,8,2.75,11,4.125,11,0,0,10,6,1.5,13,7,10,0,0,0,0,0,0,0,0,0,0,0,0,2.25,5,1.375,5,0,2,0.75,3,1.125,3,0,0,3,3,1,5,2,2,15.46522989,20.41333333,7.634051724,30.73333333,10.32,10.32,0,0,0,0,0,0,0.29777488,0.5953947,0.29761982,0.5953947,0,0.5953947,227,0.2,0,0.525,0.275,0,0.109168515,0.038421702,75,0.002753075
3410,Ho1Co1Al1,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,35.66666667,54,20.88888889,67,13,35.66666667,54.66666667,40,14.44444444,73,33,54.66666667,83.61501787,137.9487814,54.21020142,164.93032,26.9815386,83.61501787,1482.823333,834.53,366.2355556,1768,933.47,1482.823333,8.333333333,10,3.555555556,13,3,8.333333333,4.333333333,3,1.111111111,6,3,4.333333333,146.3333333,71,30.44444444,192,121,146.3333333,1.573333333,0.65,0.228888889,1.88,1.23,1.573333333,2,0,0,2,2,2,0.333333333,1,0.444444444,1,0,0.333333333,2.333333333,7,3.111111111,7,0,2.333333333,3.666666667,11,4.888888889,11,0,3.666666667,8.333333333,10,3.555555556,13,3,8.333333333,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,1.666666667,1,3,1.333333333,3,0,1,1,3,1.333333333,3,0,1,3.666666667,2,0.888888889,5,3,3.666666667,19.15277778,20.48833333,7.72037037,30.73333333,10.245,19.15277778,0,0,0,0,0,0,0.516157067,1.5484712,0.688209422,1.5484712,0,0.516157067,194,0.24,0.04,0.28,0.44,0,0.100238004,0.034167578,10,46.32669708
3411,Ho1Co1.9Si0.1,3,0.716472842,0.662754869,0.638368265,0.634340697,0.633436557,39.9,53,18.06666667,67,14,27,50.33333333,45,11.55555556,78,33,58,93.2373135,136.84482,47.79533767,164.93032,28.0855,58.933195,1758.3,81,12.28666667,1768,1687,1768,7.166666667,11,2.777777778,14,3,9,4.633333333,3,0.911111111,6,3,4,147.5,81,29.66666667,192,111,126,1.664,0.67,0.289333333,1.9,1.23,1.88,2,0,2.22E-16,2,2,2,0.066666667,2,0.128888889,2,0,0,4.433333333,7,3.251111111,7,0,7,3.666666667,11,4.888888889,11,0,0,10.16666667,9,1.888888889,13,4,9,0,0,0,0,0,0,0.133333333,4,0.257777778,4,0,0,1.9,3,1.393333333,3,0,3,1,3,1.333333333,3,0,0,3.033333333,1,0.064444444,4,3,3,17.41427778,20.48833333,9.081085185,30.73333333,10.245,10.245,0.025766667,0.773,0.049815556,0.773,0,0,0.980698427,1.5484712,0.719178846,1.5484712,0,1.5484712,227,0.196721311,0.006557377,0.436065574,0.360655738,0,0.10615688,0.044685977,111,41.92238392
3413,Ho1Co3B2,3,0.623609564,0.550321208,0.512897481,0.504110433,0.500861217,26.33333333,62,14.22222222,67,5,27,58.5,39,9,72,33,58,60.55865083,154.11932,34.79055639,164.93032,10.811,58.933195,1957.833333,601,260.1111111,2348,1747,1768,9.333333333,10,2.444444444,13,3,9,3.666666667,4,1.111111111,6,2,4,123,108,26,192,84,126,1.825,0.81,0.198333333,2.04,1.23,1.88,2,0,0,2,2,2,0.333333333,1,0.444444444,1,0,0,3.5,7,3.5,7,0,7,1.833333333,11,3.055555556,11,0,0,7.666666667,10,3.111111111,13,3,9,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,0,1.5,3,1.5,3,0,3,0.5,3,0.833333333,3,0,0,3.666666667,2,0.888888889,5,3,3,12.63555556,23.56083333,6.032592593,30.73333333,7.1725,10.245,0.508,1.524,0.677333333,1.524,0,0,0.7742356,1.5484712,0.7742356,1.5484712,0,1.5484712,191,0.260869565,0.043478261,0.456521739,0.239130435,0,0.151279196,0.035641655,10,0
3416,Ho1Co4B1,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,30,62,12.33333333,67,5,27,56.16666667,39,7.722222222,72,33,58,68.57901667,154.11932,32.11710111,164.93032,10.811,58.933195,1861.166667,601,162.2777778,2348,1747,1768,8.666666667,10,1.888888889,13,3,9,4,4,0.666666667,6,2,4,130,108,20.66666667,192,84,126,1.798333333,0.81,0.189444444,2.04,1.23,1.88,2,0,2.22E-16,2,2,2,0.166666667,1,0.277777778,1,0,0,4.666666667,7,3.111111111,7,0,7,1.833333333,11,3.055555556,11,0,0,8.666666667,10,1.888888889,13,3,9,0,0,0,0,0,0,0.833333333,5,1.388888889,5,0,0,2,3,1.333333333,3,0,3,0.5,3,0.833333333,3,0,0,3.333333333,2,0.555555556,5,3,3,13.14763889,23.56083333,5.861898148,30.73333333,7.1725,10.245,0.254,1.524,0.423333333,1.524,0,0,1.032314133,1.5484712,0.688209422,1.5484712,0,1.5484712,191,0.230769231,0.019230769,0.538461538,0.211538462,0,0.151279196,0.032097193,396,49.89562176
3417,Ho1Co12B6,3,0.708085476,0.656981188,0.635478374,0.632281488,0.631640598,22.15789474,62,10.8365651,67,5,27,61.10526316,39,6.880886427,72,33,58,49.31550842,154.11932,24.3186369,164.93032,10.811,58.933195,1950.052632,601,251.3351801,2348,1747,1768,9.947368421,10,1.927977839,13,3,9,3.473684211,4,0.930747922,6,2,4,116.2105263,108,20.3434903,192,84,126,1.896315789,0.81,0.090747922,2.04,1.23,1.88,2,0,2.22E-16,2,2,2,0.315789474,1,0.432132964,1,0,0,4.421052632,7,3.257617729,7,0,7,0.578947368,11,1.096952909,11,0,0,7.315789474,10,2.725761773,13,3,9,0,0,0,0,0,0,1.578947368,5,2.16066482,5,0,0,1.894736842,3,1.396121884,3,0,3,0.157894737,3,0.299168975,3,0,0,3.631578947,2,0.864265928,5,3,3,10.35307018,23.56083333,2.145290859,30.73333333,7.1725,10.245,0.481263158,1.524,0.658570637,1.524,0,0,0.977981811,1.5484712,0.720618176,1.5484712,0,1.5484712,166,0.273381295,0.043165468,0.604316547,0.079136691,0,0.151279196,0.01423745,146,37.84272629
3421,Ho1Fe1Al1,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,35.33333333,54,21.11111111,67,13,35.33333333,53.66666667,40,13.77777778,73,33,53.66666667,82.58561953,137.9487814,54.89646698,164.93032,26.9815386,82.58561953,1497.156667,877.53,375.7911111,1811,933.47,1497.156667,8,10,3.333333333,13,3,8,4.333333333,3,1.111111111,6,3,4.333333333,148.3333333,71,29.11111111,192,121,148.3333333,1.556666667,0.6,0.217777778,1.83,1.23,1.556666667,2,0,0,2,2,2,0.333333333,1,0.444444444,1,0,0.333333333,2,6,2.666666667,6,0,2,3.666666667,11,4.888888889,11,0,3.666666667,8,10,3.333333333,13,3,8,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,1.666666667,1.333333333,4,1.777777778,4,0,1.333333333,1,3,1.333333333,3,0,1,4,2,0.666666667,5,3,4,19.31444444,20.00333333,7.612592593,30.73333333,10.73,19.31444444,0,0,0,0,0,0,0.703554267,2.1106628,0.938072356,2.1106628,0,0.703554267,194,0.25,0.041666667,0.25,0.458333333,0,0.086068815,0.029678238,92,73.12757128
3425,Ho1Fe3,2,0.790569415,0.759147243,0.75061627,0.750048981,0.75000127,36.25,41,15.375,67,26,26,49.5,22,8.25,55,33,55,83.11633,109.08532,40.906995,164.93032,55.845,55.845,1795,64,24,1811,1747,1811,6.75,5,1.875,8,3,8,4.5,2,0.75,6,4,4,147,60,22.5,192,132,132,1.68,0.6,0.225,1.83,1.23,1.83,2,0,0,2,2,2,0,0,0,0,0,0,4.5,6,2.25,6,0,6,2.75,11,4.125,11,0,0,9.25,5,1.875,13,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1.5,4,0,4,0.75,3,1.125,3,0,0,3.75,1,0.375,4,3,4,15.73083333,20.00333333,7.50125,30.73333333,10.73,10.73,0,0,0,0,0,0,1.5829971,2.1106628,0.79149855,2.1106628,0,2.1106628,166,0.216216216,0,0.486486486,0.297297297,0,0.086068815,0.032275806,566,93.03919414
