No,compound,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,Space Group No.,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Tc_real,MagnetizationDensity
326,Y1Co9Si4,3,0.707106781,0.661422247,0.645073609,0.643171287,0.642876473,24.14285714,25,5.795918367,39,14,27,60.42857143,66,10.04081633,78,12,58,52.26047179,60.82035,13.81426959,88.90585,28.0855,58.933195,1747.071429,112,34.32653061,1799,1687,1768,10,11,2.285714286,14,3,9,3.785714286,2,0.448979592,5,3,4,126.2857143,79,9.102040816,190,111,126,1.838571429,0.68,0.088367347,1.9,1.22,1.88,2,0,0,2,2,2,0.571428571,2,0.816326531,2,0,0,4.571428571,7,3.12244898,7,0,7,0,0,0,0,0,0,7.142857143,6,2.387755102,9,3,9,0,0,0,0,0,0,1.142857143,4,1.632653061,4,0,0,2.571428571,9,1.469387755,9,0,3,0,0,0,0,0,0,3.714285714,6,0.918367347,9,3,3,14.73785714,22.12,5.776530612,32.365,10.245,10.245,0.220857143,0.773,0.315510204,0.773,0,0,0.995445771,1.5484712,0.711032694,1.5484712,0,1.5484712,140,0.28,0.08,0.64,0,0,0.109168515,0.013968296,40,30.72824227
327,Y1Mo1Fe11N1,4,0.795394909,0.786304162,0.785717213,0.785714303,0.785714286,26.71428571,35,3.93877551,42,7,26,53.5,70,6.428571429,82,12,55,58.08339643,81.9533,9.81415102,95.96,14.0067,55.845,1762.789286,2832.95,242.819898,2896,63.05,1811,8,12,1,15,3,8,4,3,0.285714286,5,2,4,133.3571429,119,11.04081633,190,71,132,1.896428571,1.82,0.201020408,3.04,1.22,1.83,1.928571429,1,0.132653061,2,1,2,0.214285714,3,0.397959184,3,0,0,5.142857143,6,1.346938776,6,0,6,0,0,0,0,0,0,7.285714286,5,1.12244898,8,3,8,0.071428571,1,0.132653061,1,0,0,0.214285714,3,0.397959184,3,0,0,4.142857143,9,0.816326531,9,0,4,0,0,0,0,0,0,4.428571429,6,0.87755102,9,3,4,12.918125,21.635,3.438482143,32.365,10.73,10.73,0.459785714,6.437,0.853887755,6.437,0,0,1.658377914,2.1106628,0.710733392,2.1106628,0,2.1106628,139,0.264705882,0.029411765,0.705882353,0,0,0.563121432,0.056954635,664,96.61902208
328,Y1Nb0.65Fe11.35,3,0.877884089,0.873330553,0.873077958,0.873076928,0.873076923,27.75,15,3.055769231,41,26,26,51.29230769,43,6.474201183,55,12,55,60.24121131,37.06138,7.676461283,92.90638,55.845,55.845,1857.026923,951,89.29730769,2750,1799,1811,7.465384615,5,0.93352071,8,3,8,4.126923077,1,0.221627219,5,4,4,138.0615385,58,10.5843787,190,132,132,1.771576923,0.61,0.10201568,1.83,1.22,1.83,1.95,1,0.095,2,1,2,0,0,0,0,0,0,5.515384615,5,0.846213018,6,1,6,0,0,0,0,0,0,7.465384615,5,0.93352071,8,3,8,0.05,1,0.095,1,0,0,0,0,0,0,0,0,4.484615385,5,0.846213018,9,4,4,0,0,0,0,0,0,4.534615385,5,0.93352071,9,4,4,12.76673077,21.635,3.556445266,32.365,10.73,10.73,0,0,0,0,0,0,1.842770983,2.1106628,0.467780326,2.1106628,0,2.1106628,139,0.261205564,0,0.738794436,0,0,0.088829279,0.013351289,526,90.97804828
331,Y6Mn23,2,0.819645815,0.797769251,0.793294992,0.793112763,0.793103564,27.89655172,14,4.594530321,39,25,25,43.72413793,40,13.12722949,52,12,52,61.96586672,33.967805,11.14757929,88.90585,54.938045,54.938045,1576.931034,280,91.89060642,1799,1519,1519,6.172413793,4,1.312722949,7,3,7,4.206896552,1,0.328180737,5,4,4,149.5517241,51,16.7372176,190,139,139,1.481724138,0.33,0.108299643,1.55,1.22,1.55,2,0,0,2,2,2,0,0,0,0,0,0,4.172413793,4,1.312722949,5,1,5,0,0,0,0,0,0,6.172413793,4,1.312722949,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,5.827586207,4,1.312722949,9,5,5,0,0,0,0,0,0,5.827586207,4,1.312722949,9,5,5,15.01394768,21.87741379,7.179745787,32.365,10.48758621,10.48758621,0,0,0,0,0,0,0.000246,0.00031,0.000102,0.00031,0,0.00031,225,0.324022346,0,0.675977654,0,0,0.02685774,0.008814193,480,0.76977945
347,Ce1Co4B1,3,0.707106781,0.673540003,0.66692688,0.666678292,0.666666794,28.5,53,9.833333333,58,5,27,53.16666667,57,12.72222222,72,15,58,64.44329667,129.305,25.22423444,140.116,10.811,58.933195,1748.5,1277,225.8333333,2348,1071,1768,8.666666667,10,1.888888889,13,3,9,4,4,0.666666667,6,2,4,132,120,24,204,84,126,1.78,0.92,0.22,2.04,1.12,1.88,2,0,2.22E-16,2,2,2,0.166666667,1,0.277777778,1,0,0,4.833333333,7,2.888888889,7,0,7,0.166666667,1,0.277777778,1,0,0,7.166666667,6,2.444444444,9,3,9,0,0,0,0,0,0,0.833333333,5,1.388888889,5,0,0,3.5,9,1.833333333,9,0,3,2.166666667,13,3.611111111,13,0,0,6.5,19,5.166666667,22,3,3,14.23208333,30.0675,7.669305556,37.24,7.1725,10.245,0.254,1.524,0.423333333,1.524,0,0,1.032314133,1.5484712,0.688209422,1.5484712,0,1.5484712,191,0.279069767,0.023255814,0.674418605,0.023255814,0,0.190711652,0.041892448,291,46.18042679
348,Ce1Mn2Ge2,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,34.4,33,9.44,58,25,28.5,55.4,64,18.88,79,15,65.5,79.054418,85.177955,24.4246328,140.116,54.938045,63.7890225,1306.36,448,170.112,1519,1071,1365.2,9,11,4,14,3,10.5,4.4,2,0.64,6,4,4,144.4,84,23.84,204,120,129.5,1.648,0.89,0.2896,2.01,1.12,1.78,2,0,0,2,2,2,0.8,2,0.96,2,0,1,6.2,9,3.04,10,1,7.5,0.2,1,0.32,1,0,0,9.2,10,3.84,14,4,10.5,0,0,0,0,0,0,1.6,4,1.92,4,0,2,3.8,9,3.04,9,0,2.5,2.6,13,4.16,13,0,0,8,18,5.6,22,4,4.5,20.84503448,26.75241379,8.285958621,37.24,10.48758621,16.7462931,0.1532,0.383,0.18384,0.383,0,0.1915,0.000124,0.00031,0.000149,0.00031,0,0.000155,139,0.217391304,0.086956522,0.673913043,0.02173913,0,0.179650656,0.052459815,326,45.98921337
355,Cr0.5Mn0.5As1,3,0.612372436,0.538608673,0.506099365,0.501108669,0.500097571,28.75,9,4.25,33,24,33,67.25,35,16.75,84,49,84,64.19433625,22.9255,10.72726375,74.9216,51.9961,74.9216,1469.75,1090,379.75,2180,1090,1090,10.75,9,4.25,15,6,15,4,0,0,4,4,4,129,20,10,139,119,119,1.8925,0.63,0.2875,2.18,1.55,2.18,1.75,1,0.375,2,1,2,1.5,3,1.5,3,0,3,7.5,5,2.5,10,5,10,0,0,0,0,0,0,10.75,9,4.25,15,6,15,0.25,1,0.375,1,0,0,1.5,3,1.5,3,0,3,2.5,5,2.5,5,0,0,0,0,0,0,0,0,4.25,3,1.25,6,3,3,16.50689655,11.68741379,5.668103448,22.175,10.48758621,22.175,0,0,0,0,0,0,7.75E-05,0.00031,0.000116,0.00031,0,0,62,0.162790698,0.139534884,0.697674419,0,1,0.094461061,0.040334256,320,75.43481792
356,Cr2Fe1S4,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,19.71428571,10,4.244897959,26,16,16,72.14285714,39,18.12244898,88,49,88,41.15674286,23.78,10.39056327,55.845,32.065,32.065,1103.491429,1791.64,817.2930612,2180,388.36,388.36,12,10,4.571428571,16,6,16,3.428571429,1,0.489795918,4,3,3,118.5714286,34,15.51020408,139,105,105,2.21,0.92,0.422857143,2.58,1.66,2.58,1.714285714,1,0.408163265,2,1,2,2.285714286,4,1.959183673,4,0,4,2.285714286,6,2.612244898,6,0,0,0,0,0,0,0,0,6.285714286,2,0.489795918,8,6,6,0.285714286,1,0.408163265,1,0,0,1.142857143,2,0.979591837,2,0,2,2,5,2.285714286,5,0,0,0,0,0,0,0,0,3.428571429,4,1.632653061,6,2,2,19.46535714,15.056875,7.224591837,25.786875,10.73,25.786875,1.258285714,2.202,1.078530612,2.202,0,2.202,0.301523257,2.1106628,0.516897012,2.1106628,0,0,227,0.272727273,0.363636364,0.363636364,0,1,0.190711652,0.084278813,170,73.04363246
357,Cr7Te8,2,0.708676388,0.632747997,0.579377046,0.559177422,0.54593591,38.93333333,28,13.93777778,52,24,52,70.86666667,41,20.40888889,90,49,90,92.31818,75.6039,37.63394133,127.6,51.9961,127.6,1402.752,1457.34,725.4314667,2180,722.66,722.66,11.33333333,10,4.977777778,16,6,16,4.533333333,1,0.497777778,5,4,5,138.4666667,1,0.497777778,139,138,138,1.894666667,0.44,0.219022222,2.1,1.66,2.1,1.533333333,1,0.497777778,2,1,2,2.133333333,4,1.991111111,4,0,4,7.666666667,5,2.488888889,10,5,10,0,0,0,0,0,0,11.33333333,10,4.977777778,16,6,16,0.466666667,1,0.497777778,1,0,0,1.066666667,2,0.995555556,2,0,2,2.333333333,5,2.488888889,5,0,0,0,0,0,0,0,0,3.866666667,4,1.991111111,6,2,2,23.76244444,23.57333333,11.73428148,34.76333333,11.19,34.76333333,0.247466667,0.464,0.230968889,0.464,0,0.464,0,0,0,0,0,0,12,0.135294118,0.188235294,0.676470588,0,0,0.04724739,0.023518701,330,68.28303122
362,Dy1Nb0.65Fe11.35,3,0.877884089,0.873330553,0.873077958,0.873076928,0.873076923,29.82692308,40,6.68239645,66,26,26,52.75384615,24,3.922130178,55,31,55,65.90229977,106.655,17.56159267,162.5,55.845,55.845,1848.257692,1065,90.17423077,2750,1685,1811,7.465384615,5,0.93352071,8,3,8,4.203846154,2,0.355946746,6,4,4,138.2153846,60,10.85301775,192,132,132,1.771576923,0.61,0.10201568,1.83,1.22,1.83,1.95,1,0.095,2,1,2,0,0,0,0,0,0,5.438461538,6,0.980532544,6,0,6,0.769230769,10,1.420118343,10,0,0,8.157692308,7,0.59112426,12,5,8,0.05,1,0.095,1,0,0,0,0,0,0,0,0,3.792307692,6,0.583431953,6,0,4,0.307692308,4,0.568047337,4,0,0,4.15,3,0.285,7,4,4,12.68019231,20.51,3.405335799,31.24,10.73,10.73,0,0,0,0,0,0,1.842770983,2.1106628,0.467780326,2.1106628,0,2.1106628,139,0.23903819,0,0.666666667,0.094295144,0,0.088829279,0.013351289,536,91.10062608
364,Dy2Fe14C1,3,0.833967463,0.824428789,0.823539518,0.823529556,0.823529412,29.52941176,60,8.581314879,66,6,26,53.47058824,46,5.287197232,77,31,55,65.81415882,150.4893,22.74960969,162.5,12.0107,55.845,1914.529412,2138,224.5259516,3823,1685,1811,7.764705882,11,1.121107266,14,3,8,4.117647059,4,0.442906574,6,2,4,135.7647059,116,13.23183391,192,76,132,1.800588235,1.33,0.136608997,2.55,1.22,1.83,2,0,0,2,2,2,0.117647059,2,0.221453287,2,0,0,4.941176471,6,1.743944637,6,0,6,1.176470588,10,2.076124567,10,0,0,8.235294118,8,0.885813149,12,4,8,0,0,0,0,0,0,0.235294118,4,0.442906574,4,0,0,3.294117647,4,1.162629758,4,0,4,0.470588235,4,0.830449827,4,0,0,4,0,0,4,4,4,12.84352941,25.6,4.328581315,31.24,5.64,10.73,0.264470588,4.496,0.49782699,4.496,0,0,1.738192894,2.1106628,0.613479845,2.1106628,0,2.1106628,136,0.242857143,0.014285714,0.6,0.142857143,0,0.357394967,0.033936024,555,69.5990132
365,Er1V2Fe10,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,28.76923077,45,6.035502959,68,23,26,52.07692308,20,4.49704142,55,35,55,63.66092308,116.3175,15.93816568,167.259,50.9415,55.845,1865.076923,413,97.82248521,2183,1770,1811,7.153846154,5,1.301775148,8,3,8,4.153846154,2,0.284023669,6,4,4,139.6153846,57,11.71597633,189,132,132,1.753846154,0.59,0.117159763,1.83,1.24,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.076923077,6,1.420118343,6,0,6,0.923076923,12,1.704142012,12,0,0,8,9,0.923076923,14,5,8,0,0,0,0,0,0,0,0,0,0,0,0,4.153846154,7,0.875739645,7,0,4,0.153846154,2,0.284023669,2,0,0,4.307692308,5,0.828402367,7,2,4,12.60807692,19.855,2.889349112,30.585,10.73,10.73,0,0,0,0,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.25,0,0.634615385,0.115384615,0,0.083345821,0.013101583,570,58.83588413
366,Er2Fe17,2,0.900907514,0.895222222,0.894740875,0.894736882,0.894736842,30.42105263,42,7.911357341,68,26,26,52.89473684,20,3.767313019,55,35,55,67.57278947,111.414,20.98657064,167.259,55.845,55.845,1806.684211,41,7.72299169,1811,1770,1811,7.473684211,5,0.941828255,8,3,8,4.210526316,2,0.376731302,6,4,4,138,57,10.73684211,189,132,132,1.767894737,0.59,0.111135734,1.83,1.24,1.83,2,0,0,2,2,2,0,0,0,0,0,0,5.368421053,6,1.130193906,6,0,6,1.263157895,12,2.260387812,12,0,0,8.631578947,6,1.130193906,14,8,8,0,0,0,0,0,0,0,0,0,0,0,0,3.578947368,4,0.753462604,4,0,4,0.210526316,2,0.376731302,2,0,0,3.789473684,2,0.376731302,4,2,4,12.82,19.855,3.74,30.585,10.73,10.73,0,0,0,0,0,0,1.888487768,2.1106628,0.397576372,2.1106628,0,2.1106628,194,0.231707317,0,0.62195122,0.146341463,0,0.083345821,0.01569949,294,119.3355559
374,Gd1Fe10Si2,3,0.788226982,0.771531573,0.769281532,0.769232187,0.769230777,27.07692308,50,5.680473373,64,14,26,56.38461538,51,6.650887574,78,27,55,59.37469231,129.1645,15.05773964,157.25,28.0855,55.845,1774.615385,225,55.97633136,1811,1586,1811,8.538461538,11,1.680473373,14,3,8,4,3,0.307692308,6,3,4,133.6923077,85,9.585798817,196,111,132,1.792307692,0.7,0.09112426,1.9,1.2,1.83,2,0,0,2,2,2,0.307692308,2,0.520710059,2,0,0,4.692307692,6,2.01183432,6,0,6,0.538461538,7,0.99408284,7,0,0,7.538461538,6,1.088757396,10,4,8,0,0,0,0,0,0,0.615384615,4,1.041420118,4,0,0,3.769230769,9,1.159763314,9,0,4,0.538461538,7,0.99408284,7,0,0,4.923076923,12,1.704142012,16,4,4,13.86384615,21.32,4.821301775,32.05,10.73,10.73,0.118923077,0.773,0.201254438,0.773,0,0,1.623586769,2.1106628,0.74934774,2.1106628,0,2.1106628,139,0.265306122,0.040816327,0.62244898,0.071428571,0,0.115294095,0.014197441,630,88.36131837
375,Gd1Mn1Si1,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,34.33333333,50,19.77777778,64,14,34.33333333,52.33333333,51,17.11111111,78,27,52.33333333,80.09118167,129.1645,51.43921222,157.25,28.0855,80.09118167,1597.333333,168,59.77777778,1687,1519,1597.333333,8,11,4,14,3,8,4.333333333,3,1.111111111,6,3,4.333333333,148.6666667,85,31.55555556,196,111,148.6666667,1.55,0.7,0.233333333,1.9,1.2,1.55,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0.666666667,2,5,2,5,0,2,2.333333333,7,3.111111111,7,0,2.333333333,7,6,2,10,4,7,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,1.333333333,4.666666667,9,3.111111111,9,0,4.666666667,2.333333333,7,3.111111111,7,0,2.333333333,8.333333333,12,5.111111111,16,4,8.333333333,20.99252874,21.56241379,7.37164751,32.05,10.48758621,20.99252874,0.257666667,0.773,0.343555556,0.773,0,0.257666667,0.000103,0.00031,0.000138,0.00031,0,0.000103,129,0.285714286,0.095238095,0.285714286,0.333333333,0,0.115294095,0.039025712,316,33.28840705
376,Gd1Mn2,2,0.745355992,0.693361274,0.670782206,0.667408235,0.666731742,38,39,17.33333333,64,25,25,43.66666667,25,11.11111111,52,27,52,89.04203,102.311955,45.47198,157.25,54.938045,54.938045,1541.333333,67,29.77777778,1586,1519,1519,5.666666667,4,1.777777778,7,3,7,4.666666667,2,0.888888889,6,4,4,158,57,25.33333333,196,139,139,1.433333333,0.35,0.155555556,1.55,1.2,1.55,2,0,0,2,2,2,0,0,0,0,0,0,3.666666667,4,1.777777778,5,1,5,2.333333333,7,3.111111111,7,0,0,8,3,1.333333333,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,6.333333333,4,1.777777778,9,5,5,2.333333333,7,3.111111111,7,0,0,8.666666667,11,4.888888889,16,5,5,17.67505747,21.56241379,9.583295019,32.05,10.48758621,10.48758621,0,0,0,0,0,0,0.000207,0.00031,0.000138,0.00031,0,0.00031,227,0.25,0,0.458333333,0.291666667,0,0.030160805,0.013404802,40,55.36276796
378,Gd1Ni1Al1,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,35,51,19.33333333,64,13,35,53.66666667,46,17.77777778,73,27,53.66666667,80.97497953,130.2684614,50.85001364,157.25,26.9815386,80.97497953,1415.823333,794.53,321.5688889,1728,933.47,1415.823333,8.666666667,10,3.777777778,13,3,8.666666667,4.333333333,3,1.111111111,6,3,4.333333333,147,75,32.66666667,196,121,147,1.573333333,0.71,0.248888889,1.91,1.2,1.573333333,2,0,0,2,2,2,0.333333333,1,0.444444444,1,0,0.333333333,3,8,3.333333333,8,0,3,2.333333333,7,3.111111111,7,0,2.333333333,7.666666667,7,3.111111111,10,3,7.666666667,0,0,0,0,0,0,1.666666667,5,2.222222222,5,0,1.666666667,3.666666667,9,3.555555556,9,0,3.666666667,2.333333333,7,3.111111111,7,0,2.333333333,7.666666667,14,5.555555556,16,2,7.666666667,19.61666667,21.73,8.288888889,32.05,10.32,19.61666667,0,0,0,0,0,0,0.1984649,0.5953947,0.264619867,0.5953947,0,0.1984649,189,0.260869565,0.043478261,0.391304348,0.304347826,0,0.118407193,0.040402255,70,0
381,Gd2Co7,2,0.808901099,0.783778229,0.778073725,0.777795046,0.77777806,35.22222222,37,12.79012346,64,27,27,51.11111111,31,10.71604938,58,27,58,80.78137389,98.316805,33.98605605,157.25,58.933195,58.933195,1727.555556,182,62.91358025,1768,1586,1768,7.666666667,6,2.074074074,9,3,9,4.444444444,2,0.691358025,6,4,4,141.5555556,70,24.19753086,196,126,126,1.728888889,0.68,0.235061728,1.88,1.2,1.88,2,0,0,2,2,2,0,0,0,0,0,0,5.666666667,6,2.074074074,7,1,7,1.555555556,7,2.419753086,7,0,0,9.222222222,1,0.345679012,10,9,9,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333,6,2.074074074,9,3,3,1.555555556,7,2.419753086,7,0,0,5.888888889,13,4.49382716,16,3,3,15.09055556,21.805,7.537530864,32.05,10.245,10.245,0,0,0,0,0,0,1.204366489,1.5484712,0.535273995,1.5484712,0,1.5484712,194,0.21686747,0,0.614457831,0.168674699,0,0.109168515,0.037737265,750,44.94577107
386,Hg1Cr2Se4,3,0.654653671,0.597048457,0.575065028,0.572069151,0.571484405,37.71428571,56,12.08163265,80,24,34,75,40,16,89,49,89,88.63174286,148.5939,31.98807347,200.59,51.9961,78.96,938.6171429,1945.68,709.3616327,2180,234.32,494,12.57142857,10,3.918367347,16,6,16,4.285714286,2,0.489795918,6,4,4,127.1428571,19,8.163265306,139,120,120,2.217142857,0.89,0.380408163,2.55,1.66,2.55,1.714285714,1,0.408163265,2,1,2,2.285714286,4,1.959183673,4,0,4,8.571428571,5,2.040816327,10,5,10,2,14,3.428571429,14,0,0,14.57142857,20,4.897959184,26,6,16,0.285714286,1,0.408163265,1,0,0,1.142857143,2,0.979591837,2,0,2,1.428571429,5,2.040816327,5,0,0,0,0,0,0,0,0,2.857142857,6,1.795918367,6,0,2,21.61394089,14.73,5.95653765,25.92,11.19,25.92,0.456571429,0.799,0.391346939,0.799,0,0.799,0,0,0,0,0,0,227,0.117647059,0.156862745,0.588235294,0.137254902,1,0.179650656,0.072878478,124,35.43460365
388,Ho1Co5,2,0.849836586,0.835549656,0.83338666,0.833334857,0.833333342,33.66666667,40,11.11111111,67,27,27,53.83333333,25,6.944444444,58,33,58,76.5993825,105.997125,29.44364583,164.93032,58.933195,58.933195,1764.5,21,5.833333333,1768,1747,1768,8,6,1.666666667,9,3,9,4.333333333,2,0.555555556,6,4,4,137,66,18.33333333,192,126,126,1.771666667,0.65,0.180555556,1.88,1.23,1.88,2,0,0,2,2,2,0,0,0,0,0,0,5.833333333,7,1.944444444,7,0,7,1.833333333,11,3.055555556,11,0,0,9.666666667,4,1.111111111,13,9,9,0,0,0,0,0,0,0,0,0,0,0,0,2.5,3,0.833333333,3,0,3,0.5,3,0.833333333,3,0,0,3,0,0,3,3,3,13.65972222,20.48833333,5.691203704,30.73333333,10.245,10.245,0,0,0,0,0,0,1.290392667,1.5484712,0.430130889,1.5484712,0,1.5484712,191,0.206896552,0,0.603448276,0.189655172,0,0.100238004,0.02784389,1000,88.10106165
393,La1Mn2Si2,3,0.6,0.514256318,0.460906324,0.441881842,0.428730313,27,43,12,57,14,19.5,54.6,65,18.72,78,13,65,60.990512,110.81997,31.1659832,138.90547,28.0855,41.5117725,1521,494,132.8,1687,1193,1603,9,11,4,14,3,10.5,4,3,0.8,6,3,3.5,141.4,96,26.24,207,111,125,1.6,0.8,0.24,1.9,1.1,1.725,2,0,0,2,2,2,0.8,2,0.96,2,0,1,2.2,5,2.24,5,0,2.5,0,0,0,0,0,0,5,4,1.6,7,3,5.5,0,0,0,0,0,0,1.6,4,1.92,4,0,2,3.8,9,3.04,9,0,2.5,0,0,0,0,0,0,5.4,5,1.44,9,4,4.5,19.75053448,26.40991379,7.410358621,36.8975,10.48758621,15.4637931,0.3092,0.773,0.37104,0.773,0,0.3865,0.000124,0.00031,0.000149,0.00031,0,0.000155,139,0.4,0.16,0.44,0,0,0.147856211,0.041206837,311,42.07859864
397,Mn0.5Ni3Al0.5,3,0.77055175,0.752307707,0.750038576,0.750000765,0.750000002,25.75,15,3.375,28,13,28,61.375,21,2.90625,73,52,61,54.25999795,31.7118614,6.819614837,58.6934,26.9815386,58.6934,1602.55875,794.53,188.161875,1728,933.47,1728,10,6,0.75,13,7,10,3.875,1,0.21875,4,3,4,125.5,18,3.375,139,121,124,1.8275,0.36,0.12375,1.91,1.55,1.91,2,0,0,2,2,2,0.125,1,0.21875,1,0,0,6.625,8,2.0625,8,0,8,0,0,0,0,0,0,8.75,7,1.875,10,3,10,0,0,0,0,0,0,0.625,5,1.09375,5,0,0,2.125,5,0.71875,5,0,2,0,0,0,0,0,0,2.75,3,1.125,5,2,2,11.11094828,6.16,1.342262931,16.48,10.32,10.32,0,0,0,0,0,0,0.44658479,0.5953947,0.223214865,0.5953947,0,0.5953947,221,0.228571429,0.014285714,0.757142857,0,0,0.031880743,0.010177395,283,107.7342843
398,Mn1Co0.5Ni0.5Ge1,4,0.527046277,0.436790232,0.385263208,0.368439217,0.357292694,28.16666667,7,2.555555556,32,25,28.5,63.5,27,10.33333333,79,52,65.5,62.1304475,17.701955,7.006368333,72.64,54.938045,63.7890225,1492.8,556.6,187.6,1768,1211.4,1365.2,10.16666667,7,2.555555556,14,7,10.5,4,0,0,4,4,4,128,19,7.333333333,139,120,129.5,1.818333333,0.46,0.178888889,2.01,1.55,1.78,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,1,7.5,5,1.833333333,10,5,7.5,0,0,0,0,0,0,10.16666667,7,2.555555556,14,7,10.5,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,2,2.5,5,1.833333333,5,0,2.5,0,0,0,0,0,0,3.833333333,3,0.888888889,5,2,4.5,14.5916954,12.76,5.608869732,23.005,10.245,16.7462931,0.127666667,0.383,0.170222222,0.383,0,0.1915,0.357414357,1.5484712,0.476345729,1.5484712,0,0.000155,62,0.196721311,0.06557377,0.737704918,0,0,0.051525145,0.018734914,306,74.99421862
399,Mn1Co1Si1,3,0.577350269,0.480749857,0.415243647,0.389976938,0.372041058,22,13,5.333333333,27,14,22,62.66666667,26,10.22222222,78,52,62.66666667,47.31891333,30.847695,12.82227556,58.933195,28.0855,47.31891333,1658,249,92.66666667,1768,1519,1658,10,7,2.666666667,14,7,10,3.666666667,1,0.444444444,4,3,3.666666667,125.3333333,28,9.555555556,139,111,125.3333333,1.776666667,0.35,0.151111111,1.9,1.55,1.776666667,2,0,0,2,2,2,0.666666667,2,0.888888889,2,0,0.666666667,4,7,2.666666667,7,0,4,0,0,0,0,0,0,6.666666667,5,1.777777778,9,4,6.666666667,0,0,0,0,0,0,1.333333333,4,1.777777778,4,0,1.333333333,2.666666667,5,1.777777778,5,0,2.666666667,0,0,0,0,0,0,4,2,0.666666667,5,3,4,13.7241954,10.195,4.477203065,20.44,10.245,13.7241954,0.257666667,0.773,0.343555556,0.773,0,0.257666667,0.51626044,1.5484712,0.688140507,1.5484712,0,0.51626044,62,0.3,0.1,0.6,0,1,0.030160805,0.012693009,420,97.55691751
