compounds,pbe_Eg_indir,hse_Eg_indir,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,structural complexity per atom,structural complexity per cell,max packing efficiency
1723782-Tl2SeCl6,2.515,3.9719,Cl6 Se1 Tl2,17,81,64,33.11111111,21.48148148,17,76,94,18,89.44444444,6.074074074,94,35.453,204.3833,168.9303,77.82717778,56.4989037,35.453,171.6,577,405.4,297.5111111,167.8814815,171.6,13,17,4,16,1.333333333,17,3,6,3,3.777777778,1.037037037,3,102,145,43,113.5555556,15.40740741,102,1.62,3.16,1.54,2.75,0.546666667,3.16,2,2,0,2,0,2,1,5,4,4,1.333333333,5,0,10,10,3.333333333,4.444444444,0,0,14,14,3.111111111,4.839506173,0,7,27,20,12.44444444,7.259259259,7,0,0,0,0,0,0,1,5,4,2,1.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,1.333333333,1,24.4975,26.91,2.4125,25.19166667,0.925555556,24.4975,0,2.493,2.493,1.750777778,0.98962963,2.493,0,0,0,0,0,0,14,194,180,87.33333333,47.40740741,64,1.224394445,11.01955001,0.387411945
7264-K2PtSe2,0.958,2.882,K2 Pt1 Se2,19,78,59,36.8,16.48,19,3,89,86,49.4,37.12,3,39.0983,195.084,155.9857,86.24012,43.537552,39.0983,336.53,2041.4,1704.87,740.492,520.3632,336.53,1,16,15,8.8,6.24,1,4,6,2,4.4,0.64,4,120,203,83,156.4,37.28,120,0.82,2.55,1.73,1.804,0.7872,0.82,1,2,1,1.4,0.48,1,0,4,4,1.6,1.92,0,0,10,10,5.8,4.64,0,0,14,14,2.8,4.48,0,1,24,23,11.6,8.48,1,0,1,1,0.6,0.48,0,0,2,2,0.8,0.96,0,0,1,1,0.2,0.32,0,0,0,0,0,0,0,1,2,1,1.6,0.48,1,15.02,73.10666667,58.08666667,42.61466667,24.3936,25.92,0,0.799,0.799,0.3196,0.38352,0,0,0,0,0,0,0,14,229,215,142.2,102.56,14,1.521928095,7.609640474,0.467649761
1750727-GePb2Se4,0.56,1.1267,Ge2 Pb4 Se8,32,82,50,47.42857143,19.75510204,34,79,89,10,85.28571429,4.244897959,89,72.64,207.2,134.56,114.6971429,52.85877551,78.96,494,1211.4,717.4,626.9457143,166.9869388,494,14,16,2,15.14285714,0.979591837,16,4,6,2,4.571428571,0.816326531,4,120,146,26,127.4285714,10.6122449,120,2.01,2.55,0.54,2.41,0.16,2.55,2,2,0,2,0,2,2,4,2,3.142857143,0.979591837,4,10,10,0,10,0,10,0,14,14,4,5.714285714,0,14,28,14,19.14285714,5.06122449,16,0,0,0,0,0,0,2,4,2,2.857142857,0.979591837,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.857142857,0.979591837,2,23.005,28.11,5.105,26.12928571,1.131836735,25.92,0,0.799,0.799,0.511285714,0.328816327,0.799,0,0,0,0,0,0,14,225,211,104.4285714,103.3469388,14,2.521640636,35.30296891,0.307282413
1366775-WSe4I,1.321,2.2508,I2 Se8 W2,34,74,40,43.83333333,13.11111111,34,51,96,45,83.83333333,10.94444444,89,78.96,183.84,104.88,104.430745,33.96099333,78.96,386.85,3695,3308.15,1009.641667,895.1194444,494,6,17,11,14.5,2.833333333,16,4,6,2,4.5,0.666666667,4,120,162,42,130.1666667,13.55555556,120,2.36,2.66,0.3,2.536666667,0.058888889,2.55,2,2,0,2,0,2,0,5,5,3.5,1.166666667,4,4,10,6,9,1.666666667,10,0,14,14,2.333333333,3.888888889,0,16,20,4,16.83333333,1.111111111,16,0,0,0,0,0,0,0,2,2,1.5,0.666666667,2,0,6,6,1,1.666666667,0,0,0,0,0,0,0,1,6,5,2.5,1.166666667,2,16.05,43.015,26.965,27.12416667,5.296944444,25.92,0,1.062,1.062,0.709666667,0.236555556,0.799,0,0,0,0,0,0,14,229,215,58.16666667,58.88888889,14,2.584962501,31.01955001,0.282189807
1561300-Cs4PtSe,0.888,2.5934,Cs4 Pt1 Se1,34,78,44,55.33333333,7.555555556,55,5,89,84,28.66666667,31.55555556,5,78.96,195.084,116.124,134.2776346,20.26878847,132.9054519,301.59,2041.4,1739.81,623.6266667,472.5911111,301.59,1,16,15,5,5.333333333,1,4,6,2,5.666666667,0.555555556,6,120,244,124,205.3333333,51.55555556,244,0.79,2.55,1.76,1.331666667,0.722222222,0.79,1,2,1,1.166666667,0.277777778,1,0,4,4,0.666666667,1.111111111,0,0,10,10,3.166666667,4.222222222,0,0,14,14,2.333333333,3.888888889,0,1,24,23,7.333333333,8.444444444,1,0,1,1,0.833333333,0.277777778,1,0,2,2,0.333333333,0.555555556,0,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,15.02,115.765,100.745,84,42.35333333,115.765,0,0.799,0.799,0.133166667,0.221944444,0,0,0,0,0,0,0,14,229,215,192.5,59.5,229,1.251629167,7.509775004,0.501535609
27959-AlTlSe2,1.443,2.1751,Al8 Se16 Tl8,13,81,68,40.5,20.25,34,73,89,16,81.75,7.25,89,26.9815386,204.3833,177.4017614,97.32120965,53.53104517,78.96,494,933.47,439.47,624.6175,154.42625,494,13,16,3,14.5,1.5,16,3,6,3,4.25,0.875,4,120,145,25,126.5,9.25,120,1.61,2.55,0.94,2.0825,0.4675,2.55,2,2,0,2,0,2,1,4,3,2.5,1.5,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,3,27,24,15.5,6.25,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,16.48,26.91,10.43,23.8075,3.66375,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,111.75,97.75,14,3.125,100,0.364951228
1749023-Ga2PbSe4,1.533,2.1968,Ga4 Pb2 Se8,31,82,51,40,12,34,74,89,15,83.57142857,6.204081633,89,69.723,207.2,137.477,94.64085714,32.1597551,78.96,302.91,600.61,297.7,454.6328571,86.69877551,494,13,16,3,14.85714286,1.306122449,16,4,6,2,4.285714286,0.489795918,4,120,146,26,124.2857143,6.204081633,120,1.81,2.55,0.74,2.307142857,0.284081633,2.55,2,2,0,2,0,2,1,4,3,2.857142857,1.306122449,4,10,10,0,10,0,10,0,14,14,2,3.428571429,0,13,28,15,16.85714286,3.183673469,16,0,0,0,0,0,0,2,5,3,3.142857143,1.306122449,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.142857143,1.306122449,2,18.8575,28.11,9.2525,24.215,3.061428571,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,225,211,58.42857143,50.7755102,14,1.950212065,27.30296891,0.332968777
1347494-Na2Hg3Se4,1.006,1.8857,Hg12 Na8 Se16,11,80,69,44.22222222,23.85185185,34,2,89,87,63.66666667,27.40740741,89,22.98976928,200.59,177.6002307,107.0655043,62.34966381,78.96,234.32,494,259.68,380.0777778,101.2641975,494,1,16,15,11.33333333,4.592592593,16,3,6,3,4.444444444,1.037037037,4,120,166,46,134.2222222,14.12345679,120,0.93,2.55,1.62,2.006666667,0.482962963,2.55,1,2,1,1.777777778,0.345679012,2,0,4,4,1.777777778,1.975308642,4,0,10,10,7.777777778,3.456790123,10,0,14,14,4.666666667,6.222222222,0,1,26,25,16,6.666666667,16,0,1,1,0.222222222,0.345679012,0,0,2,2,0.888888889,0.987654321,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.111111111,0.790123457,2,25.23758621,29.24333333,4.005747126,26.43104725,1.249904924,25.92,0,0.799,0.799,0.355111111,0.394567901,0.799,0,0,0,0,0,0,14,229,215,112.4444444,87.50617284,14,2.281036113,82.11730005,0.357879621
1739706-Tl4GeSe4,1.187,1.7887,Ge2 Se8 Tl8,32,81,49,54.66666667,23.40740741,34,76,89,13,82.11111111,6.12345679,76,72.64,204.3833,131.7433,134.0014667,62.56162963,78.96,494,1211.4,717.4,610.6,133.5111111,494,13,16,3,14.44444444,1.382716049,13,4,6,2,4.888888889,0.987654321,4,120,145,25,131.1111111,12.34567901,120,1.62,2.55,0.93,2.076666667,0.420740741,1.62,2,2,0,2,0,2,1,4,3,2.444444444,1.382716049,1,10,10,0,10,0,10,0,14,14,6.222222222,6.913580247,0,14,27,13,20.66666667,5.62962963,16,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.555555556,1.382716049,2,23.005,26.91,3.905,26.03611111,0.776790123,25.92,0,0.799,0.799,0.397666667,0.356740741,0,0,0,0,0,0,0,14,225,211,117.4444444,91.95061728,14,3.169925001,57.05865003,0.340026567
1453385-K2Hg2Se3,1.162,2.8986,Hg4 K4 Se6,19,80,61,42.85714286,21.2244898,34,3,89,86,59.28571429,32.16326531,89,39.0983,200.59,161.4917,102.3223714,56.15293061,78.96,234.32,494,259.68,374.8142857,102.1591837,494,1,16,15,10.57142857,5.469387755,16,4,6,2,4.571428571,0.816326531,4,120,203,83,147.1428571,31.91836735,120,0.82,2.55,1.73,1.898571429,0.616326531,2.55,1,2,1,1.714285714,0.408163265,2,0,4,4,1.714285714,1.959183673,4,0,10,10,7.142857143,4.081632653,10,0,14,14,4,5.714285714,0,1,26,25,14.57142857,7.755102041,16,0,1,1,0.285714286,0.408163265,0,0,2,2,0.857142857,0.979591837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1.142857143,0.734693878,2,25.23758621,73.10666667,47.86908046,39.20692939,19.37127844,25.92,0,0.799,0.799,0.342428571,0.391346939,0.799,0,0,0,0,0,0,14,229,215,118.8571429,89.87755102,14,1.556656707,21.7931939,0.270734176
24928-Al2BiSe4,1.6,2.297,Al8 Bi4 Se16,13,83,70,35,13.71428571,34,73,89,16,84,6.285714286,89,26.9815386,208.9804,181.9988614,82.68335389,36.08487032,78.96,494,933.47,439.47,626.7628571,175.2612245,494,13,16,3,15,1.142857143,16,3,6,3,4,0.571428571,4,120,148,28,124.2857143,6.775510204,120,1.61,2.55,0.94,2.205714286,0.393469388,2.55,2,2,0,2,0,2,1,4,3,3,1.142857143,4,0,10,10,7.142857143,4.081632653,10,0,14,14,2,3.428571429,0,3,29,26,14.14285714,6.367346939,16,0,0,0,0,0,0,2,5,3,3,1.142857143,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,1.142857143,2,16.48,32.95,16.47,24.22714286,4.426938776,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,12,225,213,74,86.28571429,14,1.664497779,46.60593782,0.29248496
1370473-Na3TaSe4,2.611,5.47,Na3 Se4 Ta1,11,73,62,30.25,14.4375,34,2,89,87,51.25,37.75,89,22.98976928,180.94788,157.9581107,70.71964848,35.7974094,78.96,370.87,3290,2919.13,797.32625,623.1684375,494,1,16,15,9,7,16,3,6,3,3.875,0.65625,4,120,170,50,143.5,23.5,120,0.93,2.55,1.62,1.81125,0.73875,2.55,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,10,10,5.375,4.625,10,0,14,14,1.75,3.0625,0,1,19,18,10.75,7.3125,16,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,18.12,29.24333333,11.12333333,26.19125,2.2890625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,1.405639062,11.2451125,0.212633991
1364883-WSe4Br,1.447,2.4286,Br2 Se8 W2,34,74,40,40.83333333,11.05555556,34,51,95,44,83.66666667,10.88888889,89,78.96,183.84,104.88,96.59733333,29.08088889,78.96,265.8,3695,3429.2,989.4666667,901.8444444,494,6,17,11,14.5,2.833333333,16,4,6,2,4.333333333,0.555555556,4,120,162,42,127,11.66666667,120,2.36,2.96,0.6,2.586666667,0.124444444,2.55,2,2,0,2,0,2,0,5,5,3.5,1.166666667,4,4,10,6,9,1.666666667,10,0,14,14,2.333333333,3.888888889,0,16,20,4,16.83333333,1.111111111,16,0,0,0,0,0,0,0,2,2,1.5,0.666666667,2,0,6,6,1,1.666666667,0,0,0,0,0,0,0,1,6,5,2.5,1.166666667,2,16.05,29.48,13.43,24.86833333,2.939444444,25.92,0,1.457,1.457,0.7755,0.2585,0.799,0,0,0,0,0,0,14,229,215,58.16666667,58.88888889,14,2.584962501,31.01955001,0.286037389
7560-Tl3PSe4,1.379,2.1534,P4 Se16 Tl12,15,81,66,49.25,23.8125,34,76,89,13,83.375,5.625,89,30.973762,204.3833,173.409538,119.9954578,63.29088169,78.96,317.3,577,259.7,503.0375,55.471875,494,13,16,3,14.75,1.3125,16,3,6,3,4.625,1.03125,4,107,145,38,127.75,12.9375,120,1.62,2.55,0.93,2.15625,0.4021875,2.55,2,2,0,2,0,2,1,4,3,2.75,1.3125,4,0,10,10,8.75,2.1875,10,0,14,14,5.25,6.5625,0,5,27,22,18.75,6.1875,16,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,22.5702381,26.91,4.339761905,25.87252976,0.825572917,25.92,0,1.625,1.625,0.602625,0.45196875,0.799,0,0,0,0,0,0,2,194,192,80,85.5,14,2.5,80,0.315032311
1345128-CsBiSe2,0.69,1.404,Bi1 Cs1 Se2,34,83,49,51.5,17.5,34,5,89,84,67.25,31.125,89,78.96,208.9804,130.0204,124.951463,45.99146298,78.96,301.59,544.4,242.81,458.4975,78.45375,494,1,16,15,12,5.5,16,4,6,2,5,1,4,120,244,124,158,43,120,0.79,2.55,1.76,1.9775,0.59375,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,29,28,15.5,7.25,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,25.92,115.765,89.845,50.13875,32.813125,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,229,217,67.25,80.875,14,1.5,6,0.481918139
1482789-BaHgSe2,1.195,2.0785,Ba2 Hg2 Se4,34,80,46,51,17,34,9,89,80,64.5,27.75,89,78.96,200.59,121.63,123.95925,44.99925,78.96,234.32,1000,765.68,555.58,222.21,494,2,16,14,11.5,4.75,16,4,6,2,5,1,4,120,215,95,146.75,34.125,120,0.89,2.55,1.66,1.9975,0.55375,2.55,2,2,0,2,0,2,0,4,4,2,2,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,2,26,24,15,6.5,16,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,25.23758621,63.59,38.35241379,35.16689655,14.21155172,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,105.75,91.75,14,2.5,20,0.357682699
1346732-KTlSe,1.121,0.6496,K1 Se1 Tl1,19,81,62,44.66666667,24.22222222,19,3,89,86,56,35.33333333,3,39.0983,204.3833,165.285,107.4805333,64.60184444,39.0983,336.53,577,240.47,469.1766667,88.43111111,336.53,1,16,15,10,6,1,4,6,2,4.666666667,0.888888889,4,120,203,83,156,31.33333333,120,0.82,2.55,1.73,1.663333333,0.591111111,0.82,1,2,1,1.666666667,0.444444444,1,0,4,4,1.666666667,1.555555556,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,27,26,14.66666667,9.111111111,1,0,1,1,0.333333333,0.444444444,0,0,5,5,2.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.666666667,1.555555556,1,25.92,73.10666667,47.18666667,41.97888889,20.75185185,25.92,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,145.6666667,87.77777778,14,1.584962501,4.754887502,0.510131071
1369334-LiTaSe2,0.627,1.1384,Li2 Se4 Ta2,3,73,70,36,18.5,34,1,89,88,56.75,32.25,89,6.941,180.94788,174.00688,86.45222,47.24783,78.96,453.69,3290,2836.31,1182.9225,1053.53875,494,1,16,15,9.5,6.5,16,2,6,4,4,1,4,120,170,50,134.5,17.75,120,0.98,2.55,1.57,1.895,0.655,2.55,1,2,1,1.75,0.375,2,0,4,4,2,2,4,0,10,10,5.75,4.25,10,0,14,14,3.5,5.25,0,1,19,18,13,6,16,0,1,1,0.25,0.375,0,0,2,2,1,1,2,0,7,7,1.75,2.625,0,0,0,0,0,0,0,1,7,6,3,2,2,16.59333333,25.92,9.326666667,21.63833333,4.281666667,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,1.5,12,0.5275822
1366710-BaHgSe2,0.78,1.5646,Ba4 Hg4 Se8,34,80,46,51,17,34,9,89,80,64.5,27.75,89,78.96,200.59,121.63,123.95925,44.99925,78.96,234.32,1000,765.68,555.58,222.21,494,2,16,14,11.5,4.75,16,4,6,2,5,1,4,120,215,95,146.75,34.125,120,0.89,2.55,1.66,1.9975,0.55375,2.55,2,2,0,2,0,2,0,4,4,2,2,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,2,26,24,15,6.5,16,0,0,0,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,25.23758621,63.59,38.35241379,35.16689655,14.21155172,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,105.75,91.75,14,3,48,0.359630514
1442760-PtSe2Cl6,1.618,4.7081,Cl6 Pt1 Se2,17,78,61,27.55555556,14.07407407,17,63,94,31,89.44444444,6.074074074,94,35.453,195.084,159.631,62.858,36.54,35.453,171.6,2041.4,1869.8,451,372.5333333,171.6,10,17,7,16,1.333333333,17,3,6,3,3.555555556,0.740740741,3,102,136,34,109.7777778,10.37037037,102,2.28,3.16,0.88,2.926666667,0.311111111,3.16,1,2,1,1.888888889,0.197530864,2,0,5,5,4.222222222,1.037037037,5,0,10,10,3.222222222,4.296296296,0,0,14,14,1.555555556,2.765432099,0,7,24,17,10.88888889,5.185185185,7,0,1,1,0.111111111,0.197530864,0,0,2,2,1.111111111,0.395061728,1,0,1,1,0.111111111,0.197530864,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,15.02,25.92,10.9,23.76055556,1.942345679,24.4975,0,2.493,2.493,1.839555556,0.871259259,2.493,0,0,0,0,0,0,14,225,211,70.77777778,34.27160494,64,2.281036113,20.52932501,0.181136932
1733604-HfPbSe3,0.853,1.5281,Hf4 Pb4 Se12,34,82,48,51.2,20.64,34,45,89,44,78.6,13.44,89,78.96,207.2,128.24,124.514,54.6648,78.96,494,2506,2012,917.722,635.3112,494,4,16,12,13.2,3.68,16,4,6,2,4.8,0.96,4,120,175,55,136.2,19.44,120,1.3,2.55,1.25,2.256,0.3824,2.55,2,2,0,2,0,2,0,4,4,2.8,1.44,4,2,10,8,8.4,2.56,10,0,14,14,5.6,6.72,0,16,28,12,18.8,3.68,16,0,0,0,0,0,0,0,4,4,2,0.8,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,22.2,28.11,5.91,25.614,1.3656,25.92,0,0.799,0.799,0.4794,0.38352,0.799,0,0,0,0,0,0,14,225,211,92.2,93.84,14,2.321928095,46.4385619,0.36941612
24930-Ga2BiSe4,1.464,2.1003,Bi4 Ga8 Se16,31,83,52,40.14285714,12.24489796,34,74,89,15,84.28571429,5.87755102,89,69.723,208.9804,139.2574,94.8952,32.59577143,78.96,302.91,544.4,241.49,446.6028571,82.11020408,494,13,16,3,15,1.142857143,16,4,6,2,4.285714286,0.489795918,4,120,148,28,124.5714286,6.693877551,120,1.81,2.55,0.74,2.262857143,0.328163265,2.55,2,2,0,2,0,2,1,4,3,3,1.142857143,4,10,10,0,10,0,10,0,14,14,2,3.428571429,0,13,29,16,17,3.428571429,16,0,0,0,0,0,0,2,5,3,3,1.142857143,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3,1.142857143,2,18.8575,32.95,14.0925,24.90642857,3.456530612,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,12,64,52,28,20.57142857,14,1.664497779,46.60593782,0.298065291
3401-SiPb2Se4,1.55,2.2715,Pb8 Se16 Si4,14,82,68,44.85714286,21.2244898,34,78,89,11,85.14285714,4.408163265,89,28.0855,207.2,179.1145,108.3322143,56.49587755,78.96,494,1687,1193,694.8885714,283.4604082,494,14,16,2,15.14285714,0.979591837,16,3,6,3,4.428571429,0.897959184,4,111,146,35,126.1428571,11.34693878,120,1.9,2.55,0.65,2.394285714,0.177959184,2.55,2,2,0,2,0,2,2,4,2,3.142857143,0.979591837,4,0,10,10,8.571428571,2.448979592,10,0,14,14,4,5.714285714,0,4,28,24,17.71428571,5.87755102,16,0,0,0,0,0,0,2,4,2,2.857142857,0.979591837,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.857142857,0.979591837,2,20.44,28.11,7.67,25.76285714,1.520816327,25.92,0,0.799,0.799,0.567,0.324,0.799,0,0,0,0,0,0,14,227,213,104.7142857,103.6734694,14,2.807354922,78.60593782,0.272012866
1382251-NaBiSe2,0.717,0.2719,Bi1 Na1 Se2,11,83,72,40.5,21.25,34,2,89,87,66.5,32.25,89,22.98976928,208.9804,185.9906307,97.47254232,55.75392884,78.96,370.87,544.4,173.53,475.8175,52.47375,494,1,16,15,12,5.5,16,3,6,3,4.25,0.875,4,120,166,46,138.5,18.5,120,0.93,2.55,1.62,2.0125,0.54125,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,29,28,15.5,7.25,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,25.92,32.95,7.03,28.50833333,2.588333333,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,229,217,67.25,80.875,14,1.5,6,0.513194943
1764434-Ag3BiSe3,0.33,0.8248,Ag6 Bi2 Se6,34,83,49,46.57142857,10.7755102,34,65,89,24,78.28571429,11.3877551,65,78.96,208.9804,130.0204,109.9235714,28.30195102,78.96,494,1234.93,740.93,818.7414286,356.7330612,494,11,16,5,13.71428571,2.326530612,11,4,6,2,4.714285714,0.612244898,4,120,148,28,134.7142857,12.6122449,120,1.93,2.55,0.62,2.208571429,0.292653061,1.93,1,2,1,1.571428571,0.489795918,1,0,4,4,2.142857143,1.836734694,0,10,10,0,10,0,10,0,14,14,2,3.428571429,0,11,29,18,15.71428571,4.040816327,11,0,1,1,0.428571429,0.489795918,0,0,3,3,1.285714286,1.102040816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.714285714,0.612244898,1,16.33,32.95,16.62,22.81428571,5.557959184,16.33,0,0.799,0.799,0.342428571,0.391346939,0,0,0,0,0,0,0,12,225,213,104.1428571,103.5918367,14,1.448815636,20.2834189,0.372299359
1441548-NaAuSe,1.755,0.3145,Au2 Na2 Se2,11,79,68,41.33333333,25.11111111,11,2,89,87,52.33333333,33.55555556,2,22.98976928,196.966569,173.9767997,99.63877943,64.88519305,22.98976928,370.87,1337.33,966.46,734.0666667,402.1755556,370.87,1,16,15,9.333333333,5.555555556,1,3,6,3,4.333333333,1.111111111,3,120,166,46,140.6666667,16.88888889,120,0.93,2.55,1.62,2.006666667,0.717777778,0.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,1,25,24,14,8.666666667,1,0,1,1,0.666666667,0.444444444,0,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.7,29.24333333,12.54333333,23.95444444,4.836296296,16.7,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156,94.66666667,14,1.584962501,9.509775004,0.359692625
