compounds,pbe_Eg_indir,hse_Eg_indir,composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,structural complexity per atom,structural complexity per cell,max packing efficiency
1544981-SrPbSe2,0.386,0.9929,Pb1 Se2 Sr1,34,82,48,47,17.5,34,8,89,81,66.75,29.375,89,78.96,207.2,128.24,113.185,47.0075,78.96,494,1050,556,659.6525,195.17375,494,2,16,14,12,5,16,4,6,2,4.75,0.75,4,120,195,75,145.25,25.25,120,0.95,2.55,1.6,2.095,0.5725,2.55,2,2,0,2,0,2,0,4,4,2.5,1.5,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,2,28,26,15.5,6.75,16,0,0,0,0,0,0,0,4,4,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,1,2,25.92,54.23,28.31,33.545,10.3425,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,119.5,105.5,14,2,8,0.523494767
16406-SiHg4Se6,0.079,0.4722,Hg8 Se12 Si2,14,80,66,48.90909091,22.61157025,34,71,89,18,81.45454545,8.231404959,89,28.0855,200.59,172.5045,118.5641364,59.65517355,78.96,234.32,1687,1452.68,508.0254545,214.3590083,494,12,16,4,14.36363636,1.785123967,16,3,6,3,4.636363636,0.991735537,4,111,132,21,123.5454545,6.148760331,120,1.9,2.55,0.65,2.290909091,0.282644628,2.55,2,2,0,2,0,2,0,4,4,2.363636364,1.785123967,4,0,10,10,9.090909091,1.652892562,10,0,14,14,5.090909091,6.479338843,0,4,26,22,18.54545455,5.421487603,16,0,0,0,0,0,0,0,4,4,1.454545455,1.05785124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.454545455,1.05785124,2,20.44,25.92,5.48,25.17366771,0.860666857,25.92,0,0.799,0.799,0.506090909,0.368066116,0.799,0,0,0,0,0,0,14,227,213,88.63636364,81.4214876,14,3.459431619,76.10749561,0.295109216
1376131-Na3AuSe2,1.795,3.3039,Au2 Na6 Se4,11,79,68,30,19,11,2,89,87,41.66666667,39.66666667,2,22.98976928,196.966569,173.9767997,70.64264614,47.65287686,22.98976928,370.87,1337.33,966.46,572.99,254.78,370.87,1,16,15,7.666666667,6.666666667,1,3,6,3,3.833333333,0.833333333,3,120,166,46,145.6666667,20.33333333,166,0.93,2.55,1.62,1.738333333,0.808333333,0.93,1,2,1,1.333333333,0.444444444,1,0,4,4,1.333333333,1.777777778,0,0,10,10,5,5,0,0,14,14,2.333333333,3.888888889,0,1,25,24,10,9,1,0,1,1,0.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,16.7,29.24333333,12.54333333,26.045,3.198333333,29.24333333,0,0.799,0.799,0.266333333,0.355111111,0,0,0,0,0,0,0,14,229,215,156.6666667,95.11111111,229,1.459147917,17.509775,0.411673639
1732526-Tl3SbSe3,1.045,0.1961,Sb1 Se3 Tl3,34,81,47,56.57142857,20.93877551,34,76,89,13,82.85714286,5.87755102,76,78.96,204.3833,125.4233,138.8271286,56.19100408,78.96,494,903.78,409.78,588.1114286,90.19102041,494,13,16,3,14.57142857,1.346938776,13,4,6,2,5,0.857142857,4,120,145,25,133.4285714,11.51020408,120,1.62,2.55,0.93,2.08,0.402857143,1.62,2,2,0,2,0,2,1,4,3,2.571428571,1.346938776,1,10,10,0,10,0,10,0,14,14,6,6.857142857,0,15,27,12,20.57142857,5.510204082,16,0,0,0,0,0,0,2,5,3,3.428571429,1.346938776,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.428571429,1.346938776,2,25.92,31.56,5.64,27.15,1.26,25.92,0,0.799,0.799,0.342428571,0.391346939,0,0,0,0,0,0,0,14,194,180,112.8571429,84.73469388,14,1.448815636,10.14170945,0.383905643
1442619-WSe2,1.14,0.4448,Se8 W4,34,74,40,47.33333333,17.77777778,34,51,89,38,76.33333333,16.88888889,89,78.96,183.84,104.88,113.92,46.61333333,78.96,494,3695,3201,1561,1422.666667,494,6,16,10,12.66666667,4.444444444,16,4,6,2,4.666666667,0.888888889,4,120,162,42,134,18.66666667,120,2.36,2.55,0.19,2.486666667,0.084444444,2.55,2,2,0,2,0,2,0,4,4,2.666666667,1.777777778,4,4,10,6,8,2.666666667,10,0,14,14,4.666666667,6.222222222,0,16,20,4,17.33333333,1.777777778,16,0,0,0,0,0,0,0,2,2,1.333333333,0.888888889,2,0,6,6,2,2.666666667,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,16.05,25.92,9.87,22.63,4.386666667,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,229,215,85.66666667,95.55555556,14,2.584962501,31.01955001,0.37456885
13804-BiSeBr,1.004,1.7652,Bi4 Br4 Se4,34,83,49,50.66666667,21.55555556,34,86,95,9,90,3.333333333,86,78.96,208.9804,130.0204,122.6148,57.57706667,78.96,265.8,544.4,278.6,434.7333333,112.6222222,265.8,15,17,2,16,0.666666667,15,4,6,2,4.666666667,0.888888889,4,120,148,28,129.3333333,12.44444444,120,2.02,2.96,0.94,2.51,0.326666667,2.02,2,2,0,2,0,2,3,5,2,4,0.666666667,3,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,16,29,13,20.66666667,5.555555556,16,0,0,0,0,0,0,1,3,2,2,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.666666667,1,25.92,32.95,7.03,29.45,2.353333333,25.92,0,1.457,1.457,0.752,0.501333333,0,0,0,0,0,0,0,12,64,52,30,22.66666667,12,1.584962501,19.01955001,0.370168742
1345749-BiSeCl,0.925,0.2205,Bi2 Cl2 Se2,17,83,66,44.66666667,25.55555556,17,86,94,8,89.66666667,2.888888889,86,35.453,208.9804,173.5274,107.7978,67.45506667,35.453,171.6,544.4,372.8,403.3333333,154.4888889,171.6,15,17,2,16,0.666666667,15,3,6,3,4.333333333,1.111111111,3,102,148,46,123.3333333,16.44444444,102,2.02,3.16,1.14,2.576666667,0.388888889,2.02,2,2,0,2,0,2,3,5,2,4,0.666666667,3,0,10,10,6.666666667,4.444444444,0,0,14,14,4.666666667,6.222222222,0,7,29,22,17.33333333,7.777777778,7,0,0,0,0,0,0,1,3,2,2,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.666666667,1,24.4975,32.95,8.4525,27.78916667,3.440555556,24.4975,0,2.493,2.493,1.097333333,0.930444444,0,0,0,0,0,0,0,12,64,52,30,22.66666667,12,1.584962501,9.509775004,0.378431956
1707192-PtSe6Cl2,1.311,0.271,Cl4 Pt2 Se12,17,78,61,35.11111111,9.530864198,34,63,94,31,87.22222222,5.382716049,89,35.453,195.084,159.631,82.19444444,25.0865679,78.96,171.6,2041.4,1869.8,594.2888889,321.5802469,494,10,17,7,15.55555556,1.234567901,16,3,6,3,4,0.444444444,4,102,136,34,117.7777778,7.012345679,120,2.28,3.16,0.88,2.655555556,0.224197531,2.55,1,2,1,1.888888889,0.197530864,2,0,5,5,3.777777778,0.839506173,4,0,10,10,7.666666667,3.407407407,10,0,14,14,1.555555556,2.765432099,0,7,24,17,14.88888889,3.50617284,16,0,1,1,0.111111111,0.197530864,0,0,2,2,1.555555556,0.592592593,2,0,1,1,0.111111111,0.197530864,0,0,0,0,0,0,0,1,2,1,1.777777778,0.345679012,2,15.02,25.92,10.9,24.39277778,2.082839506,25.92,0,2.493,2.493,1.086666667,0.625037037,0.799,0,0,0,0,0,0,14,225,211,48.55555556,46.07407407,14,2.281036113,41.05865003,0.220660549
1755862-TaSe2I2,0.867,2.1159,I4 Se4 Ta2,34,73,39,49.4,12.32,34,48,96,48,83.6,14.24,89,78.96,180.94788,101.98788,118.535364,31.6602912,78.96,386.85,3290,2903.15,1010.34,911.864,386.85,5,17,12,14.2,3.68,16,4,6,2,4.8,0.64,4,120,170,50,137.6,14.08,120,1.5,2.66,1.16,2.384,0.3536,2.55,2,2,0,2,0,2,0,5,5,3.6,1.44,4,3,10,7,8.6,2.24,10,0,14,14,2.8,4.48,0,16,19,3,17,0.8,16,0,0,0,0,0,0,0,2,2,1.2,0.64,1,0,7,7,1.4,2.24,0,0,0,0,0,0,0,1,7,6,2.6,1.76,1,18.12,43.015,24.895,31.198,9.4536,25.92,0,1.062,1.062,0.7444,0.29776,0.799,0,0,0,0,0,0,14,229,215,77,60.8,14,1.921928095,19.21928095,0.305947142
1706026-PbSe2,0.05,0.5557,Pb4 Se8,34,82,48,50,21.33333333,34,81,89,8,86.33333333,3.555555556,89,78.96,207.2,128.24,121.7066667,56.99555556,78.96,494,600.61,106.61,529.5366667,47.38222222,494,14,16,2,15.33333333,0.888888889,16,4,6,2,4.666666667,0.888888889,4,120,146,26,128.6666667,11.55555556,120,2.33,2.55,0.22,2.476666667,0.097777778,2.55,2,2,0,2,0,2,2,4,2,3.333333333,0.888888889,4,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,16,28,12,20,5.333333333,16,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2.666666667,0.888888889,2,25.92,28.11,2.19,26.65,0.973333333,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,225,211,84.33333333,93.77777778,14,0.918295834,11.01955001,0.309862892
1440832-PtSe2,0.592,0.3102,Pt1 Se2,34,78,44,48.66666667,19.55555556,34,63,89,26,80.33333333,11.55555556,89,78.96,195.084,116.124,117.668,51.61066667,78.96,494,2041.4,1547.4,1009.8,687.7333333,494,10,16,6,14,2.666666667,16,4,6,2,4.666666667,0.888888889,4,120,136,16,125.3333333,7.111111111,120,2.28,2.55,0.27,2.46,0.12,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2.666666667,1.777777778,4,9,10,1,9.666666667,0.444444444,10,0,14,14,4.666666667,6.222222222,0,16,24,8,18.66666667,3.555555556,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1.333333333,0.888888889,2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,2,2,0,2,0,2,15.02,25.92,10.9,22.28666667,4.844444444,25.92,0,0.799,0.799,0.532666667,0.355111111,0.799,0,0,0,0,0,0,14,225,211,84.33333333,93.77777778,14,0.918295834,2.754887502,0.336615808
1555004-Cs4PtSe,0.87,2.5759,Cs4 Pt1 Se1,34,78,44,55.33333333,7.555555556,55,5,89,84,28.66666667,31.55555556,5,78.96,195.084,116.124,134.2776346,20.26878847,132.9054519,301.59,2041.4,1739.81,623.6266667,472.5911111,301.59,1,16,15,5,5.333333333,1,4,6,2,5.666666667,0.555555556,6,120,244,124,205.3333333,51.55555556,244,0.79,2.55,1.76,1.331666667,0.722222222,0.79,1,2,1,1.166666667,0.277777778,1,0,4,4,0.666666667,1.111111111,0,0,10,10,3.166666667,4.222222222,0,0,14,14,2.333333333,3.888888889,0,1,24,23,7.333333333,8.444444444,1,0,1,1,0.833333333,0.277777778,1,0,2,2,0.333333333,0.555555556,0,0,1,1,0.166666667,0.277777778,0,0,0,0,0,0,0,1,2,1,1.333333333,0.444444444,1,15.02,115.765,100.745,84,42.35333333,115.765,0,0.799,0.799,0.133166667,0.221944444,0,0,0,0,0,0,0,14,229,215,192.5,59.5,229,1.251629167,7.509775004,0.5029637
1387422-LiBiSe2,0.534,0.9978,Bi1 Li1 Se2,3,83,80,38.5,22.25,34,1,89,88,66.25,32.625,89,6.941,208.9804,202.0394,93.46035,57.760025,78.96,453.69,544.4,90.71,496.5225,23.93875,494,1,16,15,12,5.5,16,2,6,4,4,1,4,120,148,28,129,9.5,120,0.98,2.55,1.57,2.025,0.525,2.55,1,2,1,1.75,0.375,2,0,4,4,2.75,1.375,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,29,28,15.5,7.25,16,0,1,1,0.25,0.375,0,0,3,3,1.75,0.875,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.5,2,16.59333333,32.95,16.35666667,25.34583333,4.37625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,12,229,217,67.25,80.875,14,1.5,6,0.509327319
1733645-ZrPbSe3,0.769,1.4272,Pb4 Se12 Zr4,34,82,48,44.8,14.88,34,44,89,45,78.4,13.76,89,78.96,207.2,128.24,107.0608,40.05568,78.96,494,2128,1634,842.122,514.3512,494,4,16,12,13.2,3.68,16,4,6,2,4.6,0.72,4,120,175,55,136.2,19.44,120,1.33,2.55,1.22,2.262,0.3728,2.55,2,2,0,2,0,2,0,4,4,2.8,1.44,4,2,10,8,8.4,2.56,10,0,14,14,2.8,4.48,0,4,28,24,16,4.8,16,0,0,0,0,0,0,0,4,4,2,0.8,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,2,8,6,3.6,1.92,2,23.195,28.11,4.915,25.813,1.0472,25.92,0,0.799,0.799,0.4794,0.38352,0.799,0,0,0,0,0,0,14,225,211,92.2,93.84,14,2.321928095,46.4385619,0.373848811
1361764-Tl2SnSe3,1.11,1.8524,Se6 Sn2 Tl4,34,81,47,52.33333333,19.11111111,34,76,89,13,83.16666667,5.833333333,89,78.96,204.3833,125.4233,127.3927667,51.32702222,78.96,494,577,83,523.5133333,35.65777778,494,13,16,3,14.66666667,1.333333333,16,4,6,2,4.833333333,0.833333333,4,120,145,25,131.5,11.5,120,1.62,2.55,0.93,2.141666667,0.408333333,2.55,2,2,0,2,0,2,1,4,3,2.666666667,1.333333333,4,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,14,27,13,19.33333333,5.111111111,16,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.333333333,1.333333333,2,25.92,33.285,7.365,27.4775,1.935833333,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,95.16666667,81.16666667,14,2.584962501,31.01955001,0.348531846
1738006-Hg3Se2I2,1.154,2.1954,Hg6 I4 Se4,34,80,46,59.14285714,17.87755102,80,71,96,25,83.28571429,10.53061224,71,78.96,200.59,121.63,144.7855629,47.83237469,200.59,234.32,494,259.68,352.0942857,100.9493878,234.32,12,17,5,14.57142857,2.204081633,12,4,6,2,5.142857143,0.734693878,6,120,139,19,130.5714286,6.040816327,132,2,2.66,0.66,2.345714286,0.296326531,2,2,2,0,2,0,2,0,5,5,2.571428571,2.204081633,0,10,10,0,10,0,10,0,14,14,6,6.857142857,14,16,26,10,20.57142857,4.653061224,26,0,0,0,0,0,0,0,2,2,0.857142857,0.734693878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.857142857,0.734693878,0,25.23758621,43.015,17.77741379,30.51182266,7.144672766,25.23758621,0,1.062,1.062,0.531714286,0.455755102,0,0,0,0,0,0,0,14,166,152,93.42857143,62.20408163,166,1.556656707,21.7931939,0.322882292
1750234-Tl2CdSe4,0.06,0.3067,Cd1 Se4 Tl2,34,81,47,49.42857143,18.04081633,34,70,89,19,82.57142857,7.346938776,89,78.96,204.3833,125.4233,119.5739429,48.4624898,78.96,494,594.22,100.22,532.0314286,43.4644898,494,12,16,4,14.57142857,1.632653061,16,4,6,2,4.714285714,0.816326531,4,120,145,25,130.5714286,12.08163265,120,1.62,2.55,0.93,2.161428571,0.444081633,2.55,2,2,0,2,0,2,0,4,4,2.571428571,1.632653061,4,10,10,0,10,0,10,0,14,14,4,5.714285714,0,12,27,15,18.57142857,4.816326531,16,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.571428571,1.387755102,2,19.495,26.91,7.415,25.285,1.654285714,25.92,0,0.799,0.799,0.456571429,0.391346939,0.799,0,0,0,0,0,0,14,194,180,91.14285714,88.16326531,14,1.378783493,9.651484454,0.327807127
1771289-Rb2TaSe3,1.031,2.797,Rb4 Se6 Ta2,34,73,39,41.5,10.5,34,4,89,85,53.83333333,35.16666667,89,78.96,180.94788,101.98788,98.12724667,27.60687778,78.96,312.46,3290,2977.54,899.4866667,796.8377778,494,1,16,15,9.166666667,6.833333333,16,4,6,2,4.666666667,0.666666667,4,120,220,100,161.6666667,41.66666667,120,0.82,2.55,1.73,1.798333333,0.751666667,2.55,1,2,1,1.666666667,0.444444444,2,0,4,4,2,2,4,0,10,10,5.5,4.5,10,0,14,14,2.333333333,3.888888889,0,1,19,18,11.5,7,16,0,1,1,0.333333333,0.444444444,0,0,2,2,1,1,2,0,7,7,1.166666667,1.944444444,0,0,0,0,0,0,0,1,7,6,2.5,1.5,2,18.12,90.7225,72.6025,46.22083333,29.66777778,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,2.584962501,31.01955001,0.338783083
3368-TlInSe2,0.599,0.3512,In2 Se4 Tl2,34,81,47,49.5,15.75,34,75,89,14,82.25,6.75,89,78.96,204.3833,125.4233,119.280325,42.5514875,78.96,429.75,577,147.25,498.6875,39.15625,494,13,16,3,14.5,1.5,16,4,6,2,4.75,0.75,4,120,145,25,131.75,11.75,120,1.62,2.55,0.93,2.125,0.425,2.55,2,2,0,2,0,2,1,4,3,2.5,1.5,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,13,27,14,18,4.5,16,0,0,0,0,0,0,2,5,3,3.5,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.5,1.5,2,24.26,26.91,2.65,25.7525,0.74625,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,194,180,90.25,76.25,14,1.5,12,0.432583365
1732315-NbAu3Se4,0.403,0.6284,Au3 Nb1 Se4,34,79,45,51.75,20.4375,34,47,89,42,75.125,13.875,89,78.96,196.966569,118.006569,124.9557609,54.00810609,78.96,494,2750,2256,1092.24875,598.24875,494,5,16,11,12.75,3.25,16,4,6,2,4.875,0.875,4,120,164,44,131.5,11.5,120,1.6,2.55,0.95,2.4275,0.206875,2.55,1,2,1,1.5,0.5,2,0,4,4,2,2,4,4,10,6,9.25,1.3125,10,0,14,14,5.25,6.5625,0,5,25,20,18,5.25,16,0,1,1,0.5,0.5,0,0,2,2,1,1,2,0,6,6,0.75,1.3125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,16.7,25.92,9.22,21.495,4.425,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,120,106,14,1.405639062,11.2451125,0.307222349
1482798-RbTlSe2,0.659,1.7594,Rb8 Se16 Tl8,34,81,47,46.5,17.25,34,4,89,85,64.5,30.25,89,78.96,204.3833,125.4233,111.942775,46.2202625,78.96,312.46,577,264.54,469.365,78.4525,494,1,16,15,11.5,5.25,16,4,6,2,4.75,0.75,4,120,220,100,151.25,34.375,120,0.82,2.55,1.73,1.885,0.665,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,0,10,10,7.5,3.75,10,0,14,14,3.5,5.25,0,1,27,26,15,7,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,25.92,90.7225,64.8025,42.368125,24.1771875,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,112.75,98.75,14,3.125,100,0.366921331
1348826-Rb3TaSe4,2.031,0.4954,Rb3 Se4 Ta1,34,73,39,40,8.25,34,4,89,85,52,37,89,78.96,180.94788,101.98788,94.14891,21.6997425,78.96,312.46,3290,2977.54,775.4225,628.644375,494,1,16,15,9,7,16,4,6,2,4.625,0.625,4,120,220,100,163.75,43.75,120,0.82,2.55,1.73,1.77,0.78,2.55,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,10,10,5.375,4.625,10,0,14,14,1.75,3.0625,0,1,19,18,10.75,7.3125,16,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,18.12,90.7225,72.6025,49.2459375,31.10742187,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,1.405639062,11.2451125,0.33784744
56652-Tl3PSe4,1.356,2.1196,P4 Se16 Tl12,15,81,66,49.25,23.8125,34,76,89,13,83.375,5.625,89,30.973762,204.3833,173.409538,119.9954578,63.29088169,78.96,317.3,577,259.7,503.0375,55.471875,494,13,16,3,14.75,1.3125,16,3,6,3,4.625,1.03125,4,107,145,38,127.75,12.9375,120,1.62,2.55,0.93,2.15625,0.4021875,2.55,2,2,0,2,0,2,1,4,3,2.75,1.3125,4,0,10,10,8.75,2.1875,10,0,14,14,5.25,6.5625,0,5,27,22,18.75,6.1875,16,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.25,1.3125,2,22.5702381,26.91,4.339761905,25.87252976,0.825572917,25.92,0,1.625,1.625,0.602625,0.45196875,0.799,0,0,0,0,0,0,2,194,192,80,85.5,14,2.5,80,0.315725819
1365977-BiSeBr,0.856,0.2447,Bi1 Br1 Se1,34,83,49,50.66666667,21.55555556,34,86,95,9,90,3.333333333,86,78.96,208.9804,130.0204,122.6148,57.57706667,78.96,265.8,544.4,278.6,434.7333333,112.6222222,265.8,15,17,2,16,0.666666667,15,4,6,2,4.666666667,0.888888889,4,120,148,28,129.3333333,12.44444444,120,2.02,2.96,0.94,2.51,0.326666667,2.02,2,2,0,2,0,2,3,5,2,4,0.666666667,3,10,10,0,10,0,10,0,14,14,4.666666667,6.222222222,0,16,29,13,20.66666667,5.555555556,16,0,0,0,0,0,0,1,3,2,2,0.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,0.666666667,1,25.92,32.95,7.03,29.45,2.353333333,25.92,0,1.457,1.457,0.752,0.501333333,0,0,0,0,0,0,0,12,64,52,30,22.66666667,12,1.584962501,4.754887502,0.373115818
1482796-InAuSe2,1.363,2.465,Au2 In2 Se4,34,79,45,49,15,34,66,89,23,79.75,9.25,89,78.96,196.966569,118.006569,117.4261423,39.77021338,78.96,429.75,1337.33,907.58,688.77,324.28,494,11,16,5,14,2,16,4,6,2,4.75,0.75,4,120,142,22,129.5,9.5,120,1.78,2.55,0.77,2.355,0.2875,2.55,1,2,1,1.75,0.375,2,0,4,4,2.25,1.75,4,10,10,0,10,0,10,0,14,14,3.5,5.25,0,13,25,12,17.5,3.75,16,0,1,1,0.25,0.375,0,0,5,5,2.25,1.375,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2.5,1.25,2,16.7,25.92,9.22,23.2,3.25,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,225,211,98,84,14,1.5,12,0.275452875
1368246-K3TaSe4,1.923,0.5234,K3 Se4 Ta1,19,73,54,33.25,10.6875,34,3,89,86,51.625,37.375,89,39.0983,180.94788,141.84958,76.7603475,28.24653562,78.96,336.53,3290,2953.47,784.44875,626.3878125,494,1,16,15,9,7,16,4,6,2,4.25,0.4375,4,120,203,83,157.375,37.375,120,0.82,2.55,1.73,1.77,0.78,2.55,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,10,10,5.375,4.625,10,0,14,14,1.75,3.0625,0,1,19,18,10.75,7.3125,16,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,7,7,0.875,1.53125,0,0,0,0,0,0,0,1,7,6,2.25,1.1875,2,18.12,73.10666667,54.98666667,42.64,22.85,25.92,0,0.799,0.799,0.3995,0.3995,0.799,0,0,0,0,0,0,14,229,215,121.5,107.5,14,1.405639062,11.2451125,0.353051201
